Record Date,Federal Tax Refund Type,Federal Tax Refund Type Description,Federal Tax Refunds Today,Federal Tax Refunds Month to Date,Federal Tax Refunds Fiscal Year to Date,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-01-28,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,28
2022-01-28,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,28
2022-01-28,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,28
2022-01-28,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,28
2022-01-28,IRS Tax Refunds Business,Checks,21,4263,28521,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,28
2022-01-28,IRS Tax Refunds Business,EFT,0,2199,9780,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,28
2022-01-28,IRS Tax Refunds Individual,Checks,23,891,13269,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,28
2022-01-28,IRS Tax Refunds Individual,EFT,374,506,14473,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,28
2022-01-27,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,27
2022-01-27,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,27
2022-01-27,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,27
2022-01-27,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,27
2022-01-27,IRS Tax Refunds Business,Checks,75,4242,28500,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,27
2022-01-27,IRS Tax Refunds Business,EFT,503,2199,9780,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,27
2022-01-27,IRS Tax Refunds Individual,Checks,19,868,13246,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,27
2022-01-27,IRS Tax Refunds Individual,EFT,10,131,14099,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,27
2022-01-26,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,26
2022-01-26,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,26
2022-01-26,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,26
2022-01-26,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,26
2022-01-26,IRS Tax Refunds Business,Checks,19,4166,28425,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,26
2022-01-26,IRS Tax Refunds Business,EFT,15,1695,9276,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,26
2022-01-26,IRS Tax Refunds Individual,Checks,6,849,13226,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,26
2022-01-26,IRS Tax Refunds Individual,EFT,0,122,14089,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,26
2022-01-25,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,25
2022-01-25,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,25
2022-01-25,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,25
2022-01-25,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,25
2022-01-25,IRS Tax Refunds Business,Checks,23,4148,28406,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,25
2022-01-25,IRS Tax Refunds Business,EFT,34,1681,9262,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,25
2022-01-25,IRS Tax Refunds Individual,Checks,27,843,13220,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,25
2022-01-25,IRS Tax Refunds Individual,EFT,2,122,14089,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,25
2022-01-24,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,24
2022-01-24,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,24
2022-01-24,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,24
2022-01-24,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,24
2022-01-24,IRS Tax Refunds Business,Checks,12,4125,28383,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,24
2022-01-24,IRS Tax Refunds Business,EFT,36,1647,9228,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,24
2022-01-24,IRS Tax Refunds Individual,Checks,49,815,13193,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,24
2022-01-24,IRS Tax Refunds Individual,EFT,0,119,14087,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,24
2022-01-21,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,21
2022-01-21,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,21
2022-01-21,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,21
2022-01-21,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,21
2022-01-21,IRS Tax Refunds Business,Checks,45,4112,28371,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,21
2022-01-21,IRS Tax Refunds Business,EFT,473,1611,9192,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,21
2022-01-21,IRS Tax Refunds Individual,Checks,17,766,13143,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,21
2022-01-21,IRS Tax Refunds Individual,EFT,0,119,14087,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,21
2022-01-20,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,20
2022-01-20,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,20
2022-01-20,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,20
2022-01-20,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,20
2022-01-20,IRS Tax Refunds Business,Checks,36,4068,28326,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,20
2022-01-20,IRS Tax Refunds Business,EFT,0,1138,8719,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,20
2022-01-20,IRS Tax Refunds Individual,Checks,8,749,13126,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,20
2022-01-20,IRS Tax Refunds Individual,EFT,0,120,14087,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,20
2022-01-19,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,19
2022-01-19,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,19
2022-01-19,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,19
2022-01-19,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,19
2022-01-19,IRS Tax Refunds Business,Checks,38,4032,28290,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,19
2022-01-19,IRS Tax Refunds Business,EFT,134,1138,8719,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,19
2022-01-19,IRS Tax Refunds Individual,Checks,17,741,13118,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,19
2022-01-19,IRS Tax Refunds Individual,EFT,0,120,14087,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,19
2022-01-18,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,18
2022-01-18,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,18
2022-01-18,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,18
2022-01-18,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,18
2022-01-18,IRS Tax Refunds Business,Checks,852,3994,28252,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,18
2022-01-18,IRS Tax Refunds Business,EFT,9,1004,8585,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,18
2022-01-18,IRS Tax Refunds Individual,Checks,24,724,13101,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,18
2022-01-18,IRS Tax Refunds Individual,EFT,0,120,14087,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,18
2022-01-14,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,14
2022-01-14,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,14
2022-01-14,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,14
2022-01-14,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,14
2022-01-14,IRS Tax Refunds Business,Checks,89,3142,27401,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,14
2022-01-14,IRS Tax Refunds Business,EFT,-3,995,8576,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,14
2022-01-14,IRS Tax Refunds Individual,Checks,52,700,13077,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,14
2022-01-14,IRS Tax Refunds Individual,EFT,0,120,14087,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,14
2022-01-13,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,13
2022-01-13,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,13
2022-01-13,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,13
2022-01-13,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,13
2022-01-13,IRS Tax Refunds Business,Checks,25,3053,27311,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,13
2022-01-13,IRS Tax Refunds Business,EFT,7,998,8579,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,13
2022-01-13,IRS Tax Refunds Individual,Checks,12,648,13026,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,13
2022-01-13,IRS Tax Refunds Individual,EFT,0,120,14088,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,13
2022-01-12,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,12
2022-01-12,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,12
2022-01-12,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,12
2022-01-12,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,12
2022-01-12,IRS Tax Refunds Business,Checks,23,3027,27286,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,12
2022-01-12,IRS Tax Refunds Business,EFT,9,991,8572,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,12
2022-01-12,IRS Tax Refunds Individual,Checks,11,636,13014,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,12
2022-01-12,IRS Tax Refunds Individual,EFT,0,120,14088,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,12
2022-01-11,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,11
2022-01-11,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,11
2022-01-11,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,11
2022-01-11,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,11
2022-01-11,IRS Tax Refunds Business,Checks,1365,3004,27262,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,11
2022-01-11,IRS Tax Refunds Business,EFT,172,982,8563,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,11
2022-01-11,IRS Tax Refunds Individual,Checks,6,626,13003,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,11
2022-01-11,IRS Tax Refunds Individual,EFT,0,120,14088,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,11
2022-01-10,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,10
2022-01-10,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,10
2022-01-10,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,10
2022-01-10,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,10
2022-01-10,IRS Tax Refunds Business,Checks,33,1639,25897,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,10
2022-01-10,IRS Tax Refunds Business,EFT,134,809,8390,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,10
2022-01-10,IRS Tax Refunds Individual,Checks,9,620,12997,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,10
2022-01-10,IRS Tax Refunds Individual,EFT,0,120,14088,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,10
2022-01-07,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,07
2022-01-07,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,07
2022-01-07,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,07
2022-01-07,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,07
2022-01-07,IRS Tax Refunds Business,Checks,40,1606,25864,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,07
2022-01-07,IRS Tax Refunds Business,EFT,1,675,8256,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,07
2022-01-07,IRS Tax Refunds Individual,Checks,9,610,12988,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,07
2022-01-07,IRS Tax Refunds Individual,EFT,0,120,14088,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,07
2022-01-06,IRS Tax Refunds Business,Checks,46,1565,25824,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,06
2022-01-06,IRS Tax Refunds Business,EFT,632,674,8255,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,06
2022-01-06,IRS Tax Refunds Individual,Checks,321,602,12979,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,06
2022-01-06,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,06
2022-01-06,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,06
2022-01-06,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,06
2022-01-06,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,06
2022-01-06,IRS Tax Refunds Individual,EFT,-2,121,14088,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,06
2022-01-05,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,05
2022-01-05,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,05
2022-01-05,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,05
2022-01-05,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,05
2022-01-05,IRS Tax Refunds Business,Checks,1,1519,25778,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,05
2022-01-05,IRS Tax Refunds Business,EFT,7,42,7623,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,05
2022-01-05,IRS Tax Refunds Individual,Checks,31,281,12658,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,05
2022-01-05,IRS Tax Refunds Individual,EFT,-2,122,14090,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,05
2022-01-04,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,04
2022-01-04,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,04
2022-01-04,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,04
2022-01-04,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,04
2022-01-04,IRS Tax Refunds Business,Checks,1519,1519,25777,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,04
2022-01-04,IRS Tax Refunds Business,EFT,35,35,7616,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,04
2022-01-04,IRS Tax Refunds Individual,Checks,0,249,12627,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,04
2022-01-04,IRS Tax Refunds Individual,EFT,112,124,14091,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,04
2022-01-03,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,03
2022-01-03,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,03
2022-01-03,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,03
2022-01-03,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,03
2022-01-03,IRS Tax Refunds Business,Checks,0,0,24258,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,03
2022-01-03,IRS Tax Refunds Business,EFT,0,0,7581,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,03
2022-01-03,IRS Tax Refunds Individual,Checks,249,249,12626,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,03
2022-01-03,IRS Tax Refunds Individual,EFT,12,12,13979,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,03
2021-12-31,IRS - Advanced Child Tax Credit (Checks),null,0,2208,6265,VI,Income Tax Refunds Issued,Classification,1,2022,1,2021,4,12,31
2021-12-31,IRS - Advanced Child Tax Credit (EFT),null,0,13787,40931,VI,Income Tax Refunds Issued,Classification,2,2022,1,2021,4,12,31
2021-12-31,IRS - Economic Impact Payments (Checks),null,0,267,2079,VI,Income Tax Refunds Issued,Classification,3,2022,1,2021,4,12,31
2021-12-31,IRS - Economic Impact Payments (EFT),null,0,342,1837,VI,Income Tax Refunds Issued,Classification,4,2022,1,2021,4,12,31
2021-12-31,IRS Tax Refunds Business,Checks,0,5368,24258,VI,Income Tax Refunds Issued,Classification,5,2022,1,2021,4,12,31
