Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-09-19,Intragovernmental Holdings,null,6857504,6839176,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,19
2023-09-19,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,19
2023-09-19,Debt Not Subject to Limit,Unamortized Discount (-),88917,87870,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,19
2023-09-19,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,19
2023-09-19,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,19
2023-09-19,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,19
2023-09-18,Debt Held by the Public,null,26214775,26214468,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,18
2023-09-18,Intragovernmental Holdings,null,6839176,6830391,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,18
2023-09-18,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,18
2023-09-18,Debt Not Subject to Limit,Unamortized Discount (-),87870,90123,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,18
2023-09-18,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,18
2023-09-18,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,18
2023-09-18,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,18
2023-09-15,Debt Held by the Public,null,26214468,26166758,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,15
2023-09-15,Intragovernmental Holdings,null,6830391,6821875,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,15
2023-09-15,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,15
2023-09-15,Debt Not Subject to Limit,Unamortized Discount (-),90123,90875,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,15
2023-09-15,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,15
2023-09-15,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,15
2023-09-15,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,15
2023-09-14,Debt Held by the Public,null,26166758,26140788,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,14
2023-09-14,Intragovernmental Holdings,null,6821875,6818717,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,14
2023-09-14,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,14
2023-09-14,Debt Not Subject to Limit,Unamortized Discount (-),90875,88591,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,14
2023-09-14,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,14
2023-09-14,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,14
2023-09-14,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,14
2023-09-13,Debt Held by the Public,null,26140788,26140258,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,13
2023-09-13,Intragovernmental Holdings,null,6818717,6839664,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,13
2023-09-13,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,13
2023-09-13,Debt Not Subject to Limit,Unamortized Discount (-),88591,89337,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,13
2023-09-13,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,13
2023-09-13,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,13
2023-09-13,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,13
2023-09-12,Debt Held by the Public,null,26140258,26109190,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,12
2023-09-12,Intragovernmental Holdings,null,6839664,6831439,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,12
2023-09-12,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,12
2023-09-12,Debt Not Subject to Limit,Unamortized Discount (-),89337,88281,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,12
2023-09-12,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,12
2023-09-12,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,12
2023-09-12,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,12
2023-09-11,Debt Held by the Public,null,26109190,26109081,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,11
2023-09-11,Intragovernmental Holdings,null,6831439,6831580,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,11
2023-09-11,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,11
2023-09-11,Debt Not Subject to Limit,Unamortized Discount (-),88281,90506,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,11
2023-09-11,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,11
2023-09-11,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,11
2023-09-11,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,11
2023-09-08,Debt Held by the Public,null,26109081,26108845,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,08
2023-09-08,Intragovernmental Holdings,null,6831580,6826806,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,08
2023-09-08,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,08
2023-09-08,Debt Not Subject to Limit,Unamortized Discount (-),90506,91248,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,08
2023-09-08,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,08
2023-09-08,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,08
2023-09-08,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,08
2023-09-07,Debt Held by the Public,null,26108845,26077581,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,07
2023-09-07,Intragovernmental Holdings,null,6826806,6825573,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,07
2023-09-07,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,07
2023-09-07,Debt Not Subject to Limit,Unamortized Discount (-),91248,86722,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,07
2023-09-07,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,07
2023-09-07,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,07
2023-09-07,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,07
2023-09-06,Debt Held by the Public,null,26077581,26077618,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,06
2023-09-06,Intragovernmental Holdings,null,6825573,6813047,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,06
2023-09-06,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,06
2023-09-06,Debt Not Subject to Limit,Unamortized Discount (-),86722,87457,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,06
2023-09-06,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,06
2023-09-06,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,06
2023-09-06,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,06
2023-09-05,Debt Held by the Public,null,26077618,26044508,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,05
2023-09-05,Intragovernmental Holdings,null,6813047,6797009,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,05
2023-09-05,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,05
2023-09-05,Debt Not Subject to Limit,Unamortized Discount (-),87457,88579,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,05
2023-09-05,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,05
2023-09-05,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,05
2023-09-05,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,05
2023-09-01,Debt Held by the Public,null,26044508,26044051,26044051,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,09,01
2023-09-01,Intragovernmental Holdings,null,6797009,6870099,6870099,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,09,01
2023-09-01,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,09,01
2023-09-01,Debt Not Subject to Limit,Unamortized Discount (-),88579,89117,89117,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,09,01
2023-09-01,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,09,01
2023-09-01,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,09,01
2023-09-01,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,09,01
2023-08-31,Debt Held by the Public,null,26044051,25982664,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,31
2023-08-31,Intragovernmental Holdings,null,6870099,6871789,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,31
2023-08-31,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,31
2023-08-31,Debt Not Subject to Limit,Unamortized Discount (-),89117,85623,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,31
2023-08-31,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,31
2023-08-31,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,31
2023-08-31,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,31
2023-08-30,Debt Held by the Public,null,25982664,25982709,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,30
2023-08-30,Intragovernmental Holdings,null,6871789,6873750,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,30
2023-08-30,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,30
2023-08-30,Debt Not Subject to Limit,Unamortized Discount (-),85623,86347,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,30
2023-08-30,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,30
2023-08-30,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,30
2023-08-30,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,30
2023-08-29,Debt Held by the Public,null,25982709,25947218,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,29
2023-08-29,Intragovernmental Holdings,null,6873750,6867225,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,29
2023-08-29,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,29
2023-08-29,Debt Not Subject to Limit,Unamortized Discount (-),86347,85261,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,29
2023-08-29,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,29
2023-08-29,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,29
2023-08-29,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,29
2023-08-28,Debt Held by the Public,null,25947218,25946515,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,28
2023-08-28,Intragovernmental Holdings,null,6867225,6863709,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,28
2023-08-28,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,28
2023-08-28,Debt Not Subject to Limit,Unamortized Discount (-),85261,87418,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,28
2023-08-28,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,28
2023-08-28,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,28
2023-08-28,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,28
2023-08-25,Debt Held by the Public,null,25946515,25922115,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,25
2023-08-25,Intragovernmental Holdings,null,6863709,6855765,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,25
2023-08-25,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,25
2023-08-25,Debt Not Subject to Limit,Unamortized Discount (-),87418,88137,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,25
2023-08-25,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,25
2023-08-25,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,25
2023-08-25,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,25
2023-08-24,Debt Held by the Public,null,25922115,25886300,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,24
2023-08-24,Intragovernmental Holdings,null,6855765,6854072,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,24
2023-08-24,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,24
2023-08-24,Debt Not Subject to Limit,Unamortized Discount (-),88137,85673,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,24
2023-08-24,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,24
2023-08-24,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,24
2023-08-24,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,24
2023-08-23,Debt Held by the Public,null,25886300,25886490,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,23
2023-08-23,Intragovernmental Holdings,null,6854072,6872818,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,23
2023-08-23,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,23
2023-08-23,Debt Not Subject to Limit,Unamortized Discount (-),85673,86385,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,23
2023-08-23,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,23
2023-08-23,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,23
2023-08-23,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,23
2023-08-22,Debt Held by the Public,null,25886490,25851338,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,22
2023-08-22,Intragovernmental Holdings,null,6872818,6859296,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,22
2023-08-22,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,22
2023-08-22,Debt Not Subject to Limit,Unamortized Discount (-),86385,85292,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,22
2023-08-22,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,22
2023-08-22,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,22
2023-08-22,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,22
2023-08-21,Debt Held by the Public,null,25851338,25850891,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,21
2023-08-21,Intragovernmental Holdings,null,6859296,6853524,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,21
2023-08-21,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,21
2023-08-21,Debt Not Subject to Limit,Unamortized Discount (-),85292,87413,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,21
2023-08-21,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,21
2023-08-21,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,21
2023-08-21,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,21
2023-08-18,Debt Held by the Public,null,25850891,25850475,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,18
2023-08-18,Intragovernmental Holdings,null,6853524,6853217,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,18
2023-08-18,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,18
2023-08-18,Debt Not Subject to Limit,Unamortized Discount (-),87413,88120,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,18
2023-08-18,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,18
2023-08-18,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,18
2023-08-18,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,18
2023-08-17,Debt Held by the Public,null,25850475,25814898,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,17
2023-08-17,Intragovernmental Holdings,null,6853217,6846680,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,17
2023-08-17,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,17
2023-08-17,Debt Not Subject to Limit,Unamortized Discount (-),88120,85603,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,17
2023-08-17,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,17
2023-08-17,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,17
2023-08-17,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,17
2023-08-16,Debt Held by the Public,null,25814898,25814345,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,16
2023-08-16,Intragovernmental Holdings,null,6846680,6865596,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,16
2023-08-16,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,16
2023-08-16,Debt Not Subject to Limit,Unamortized Discount (-),85603,85917,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,16
2023-08-16,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,16
2023-08-16,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,16
2023-08-16,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,16
2023-08-15,Debt Held by the Public,null,25814345,25812733,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,15
2023-08-15,Intragovernmental Holdings,null,6865596,6850797,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,15
2023-08-15,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,15
2023-08-15,Debt Not Subject to Limit,Unamortized Discount (-),85917,84908,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,15
2023-08-15,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,15
2023-08-15,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,15
2023-08-15,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,15
2023-08-14,Debt Held by the Public,null,25812733,25812095,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,14
2023-08-14,Intragovernmental Holdings,null,6850797,6846514,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,14
