Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2021-10-26,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,26
2021-10-26,Statutory Debt Limit,null,28881463,28881463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,26
2021-10-25,Debt Held by the Public,null,22589730,22588315,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,25
2021-10-25,Intragovernmental Holdings,null,6319037,6320487,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,25
2021-10-25,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,25
2021-10-25,Less Debt Not Subject to Limit,Unamortized Discount,20798,20833,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,25
2021-10-25,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,25
2021-10-25,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,25
2021-10-25,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,25
2021-10-25,Statutory Debt Limit,null,28881463,28881463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,25
2021-10-22,Debt Held by the Public,null,22588315,22527511,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,22
2021-10-22,Intragovernmental Holdings,null,6320487,6353723,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,22
2021-10-22,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,22
2021-10-22,Less Debt Not Subject to Limit,Unamortized Discount,20833,20843,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,22
2021-10-22,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,22
2021-10-22,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,22
2021-10-22,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,22
2021-10-22,Statutory Debt Limit,null,28881463,28881463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,22
2021-10-21,Debt Held by the Public,null,22527511,22481410,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,21
2021-10-21,Intragovernmental Holdings,null,6353723,6347469,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,21
2021-10-21,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,21
2021-10-21,Less Debt Not Subject to Limit,Unamortized Discount,20843,20827,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,21
2021-10-21,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,21
2021-10-21,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,21
2021-10-21,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,21
2021-10-21,Statutory Debt Limit,null,28881463,28881463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,21
2021-10-20,Debt Held by the Public,null,22481410,22480806,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,20
2021-10-20,Intragovernmental Holdings,null,6347469,6361683,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,20
2021-10-20,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,20
2021-10-20,Less Debt Not Subject to Limit,Unamortized Discount,20827,20839,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,20
2021-10-20,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,20
2021-10-20,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,20
2021-10-20,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,20
2021-10-20,Statutory Debt Limit,null,28881463,28881463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,20
2021-10-19,Debt Held by the Public,null,22480806,22474664,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,19
2021-10-19,Intragovernmental Holdings,null,6361683,6346611,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,19
2021-10-19,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,19
2021-10-19,Less Debt Not Subject to Limit,Unamortized Discount,20839,20841,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,19
2021-10-19,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,19
2021-10-19,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,19
2021-10-19,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,19
2021-10-19,Statutory Debt Limit,null,28881463,28881463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,19
2021-10-18,Debt Held by the Public,null,22474664,22413003,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,18
2021-10-18,Intragovernmental Holdings,null,6346611,6341075,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,18
2021-10-18,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,18
2021-10-18,Less Debt Not Subject to Limit,Unamortized Discount,20841,20872,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,18
2021-10-18,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,18
2021-10-18,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,18
2021-10-18,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,18
2021-10-18,Statutory Debt Limit,null,28881463,28881463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,18
2021-10-15,Debt Held by the Public,null,22413003,22395833,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,15
2021-10-15,Intragovernmental Holdings,null,6341075,6332335,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,15
2021-10-15,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,15
2021-10-15,Less Debt Not Subject to Limit,Unamortized Discount,20872,20883,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,15
2021-10-15,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,15
2021-10-15,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,15
2021-10-15,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,15
2021-10-15,Statutory Debt Limit,null,28881463,28881463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,15
2021-10-14,Debt Held by the Public,null,22395833,22151824,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,14
2021-10-14,Intragovernmental Holdings,null,6332335,6277020,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,14
2021-10-14,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,14
2021-10-14,Less Debt Not Subject to Limit,Unamortized Discount,20883,20875,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,14
2021-10-14,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,14
2021-10-14,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,14
2021-10-14,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,14
2021-10-14,Statutory Debt Limit,null,28881463,28401463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,14
2021-10-13,Debt Held by the Public,null,22151824,22143379,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,13
2021-10-13,Intragovernmental Holdings,null,6277020,6285474,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,13
2021-10-13,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,13
2021-10-13,Less Debt Not Subject to Limit,Unamortized Discount,20875,20884,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,13
2021-10-13,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,13
2021-10-13,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,13
2021-10-13,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,13
2021-10-13,Statutory Debt Limit,null,28401463,28401463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,13
2021-10-12,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,12
2021-10-12,Less Debt Not Subject to Limit,Unamortized Discount,20884,20919,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,12
2021-10-12,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,12
2021-10-12,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,12
2021-10-12,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,12
2021-10-12,Debt Held by the Public,null,22143379,22150090,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,12
2021-10-12,Intragovernmental Holdings,null,6285474,6278798,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,12
2021-10-12,Statutory Debt Limit,null,28401463,28401463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,12
2021-10-08,Debt Held by the Public,null,22150090,22153679,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,08
2021-10-08,Intragovernmental Holdings,null,6278798,6275221,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,08
2021-10-08,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,08
2021-10-08,Less Debt Not Subject to Limit,Unamortized Discount,20919,20931,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,08
2021-10-08,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,08
2021-10-08,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,08
2021-10-08,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,08
2021-10-08,Statutory Debt Limit,null,28401463,28401463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,08
2021-10-07,Debt Held by the Public,null,22153679,22157751,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,07
2021-10-07,Intragovernmental Holdings,null,6275221,6271105,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,07
2021-10-07,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,07
2021-10-07,Less Debt Not Subject to Limit,Unamortized Discount,20931,20887,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,07
2021-10-07,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,07
2021-10-07,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,07
2021-10-07,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,07
2021-10-07,Statutory Debt Limit,null,28401463,28401463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,07
2021-10-06,Debt Held by the Public,null,22157751,22157022,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,06
2021-10-06,Intragovernmental Holdings,null,6271105,6271846,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,06
2021-10-06,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,06
2021-10-06,Less Debt Not Subject to Limit,Unamortized Discount,20887,20899,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,06
2021-10-06,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,06
2021-10-06,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,06
2021-10-06,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,06
2021-10-06,Statutory Debt Limit,null,28401463,28401463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,06
2021-10-05,Debt Held by the Public,null,22157022,22179617,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,05
2021-10-05,Intragovernmental Holdings,null,6271846,6249255,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,05
2021-10-05,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,05
2021-10-05,Less Debt Not Subject to Limit,Unamortized Discount,20899,20903,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,05
2021-10-05,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,05
2021-10-05,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,05
2021-10-05,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,05
2021-10-05,Statutory Debt Limit,null,28401463,28401463,28401463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,10,05
2021-10-04,Debt Held by the Public,null,22179617,22199006,22282900,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,10,04
2021-10-04,Intragovernmental Holdings,null,6249255,6229901,6146018,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,10,04
2021-10-04,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,10,04
2021-10-04,Less Debt Not Subject to Limit,Unamortized Discount,20903,20938,20950,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,10,04
2021-10-04,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,10,04
2021-10-04,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,10,04
2021-10-04,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,10,04
