cond,mech,tpw,tr,ho,trpos,both
frictionless,sqz,21.224188790560472,-1.7743997236672584,-1.527166376033758,False,False
full cost today,imp,47.30825958702065,-3.8079101079937843,-4.189521243880149,False,False
no exit slippage,imp,47.30825958702065,-3.4704101079937844,-3.8449784710187918,False,False
no commission,imp,47.30825958702065,-2.0079101079937844,-2.389521243880149,False,False
lifetime plan + stop-limit,imp,47.30825958702065,-2.723410107993783,-3.100795580163334,False,False
frictionless,imp,47.30825958702065,-1.6704101079937843,-2.044978471018792,False,False
full cost today,vol,62.59587020648968,-3.519713282782922,-3.770957804825416,False,False
no exit slippage,vol,62.59587020648968,-3.193190720460423,-3.44398106063937,False,False
no commission,vol,62.59587020648968,-1.7197132827829218,-1.970957804825417,False,False
lifetime plan + stop-limit,vol,62.59587020648968,-2.441799745389421,-2.6927717583137882,False,False
frictionless,vol,62.59587020648968,-1.3931907204604226,-1.6439810606393706,False,False
full cost today,imp,13.539823008849558,-4.980813236435531,-6.275173496459386,False,False
no exit slippage,imp,13.539823008849558,-4.617417010020437,-5.909224377085609,False,False
no commission,imp,13.539823008849558,-3.1808132364355313,-4.475173496459386,False,False
lifetime plan + stop-limit,imp,13.539823008849558,-3.880775500586474,-5.173604024835121,False,False
frictionless,imp,13.539823008849558,-2.8174170100204368,-4.109224377085609,False,False
full cost today,vwr,20.449852507374633,-4.654675749080218,-8.200709425005224,False,False
no exit slippage,vwr,20.449852507374633,-4.296793396139042,-7.82879584475831,False,False
no commission,vwr,20.449852507374633,-2.854675749080219,-6.400709425005224,False,False
lifetime plan + stop-limit,vwr,20.449852507374633,-3.5579463373155127,-7.095561276857076,False,False
frictionless,vwr,20.449852507374633,-2.4967933961390423,-6.02879584475831,False,False
full cost today,imp,4.351032448377581,-7.620000164797899,-12.873224160516243,False,False
no exit slippage,imp,4.351032448377581,-7.258249012724166,-12.482198519490602,False,False
no commission,imp,4.351032448377581,-5.8200001647979,-11.073224160516244,False,False
lifetime plan + stop-limit,imp,4.351032448377581,-6.520949473553659,-11.756608775900858,False,False
frictionless,imp,4.351032448377581,-5.458249012724168,-10.682198519490603,False,False
full cost today,imp,71.27581120943952,-2.953642317673315,-3.087490775100682,False,False
no exit slippage,imp,71.27581120943952,-2.5997854726420435,-2.7372883459508843,False,False
no commission,imp,71.27581120943952,-1.1536423176733153,-1.2874907751006825,False,False
lifetime plan + stop-limit,imp,71.27581120943952,-1.8593282106545512,-1.9953693176108038,False,False
frictionless,imp,71.27581120943952,-0.7997854726420435,-0.937288345950885,False,False
full cost today,sqz,41.06932153392331,-2.5901669814068216,-3.9023676897501387,False,False
no exit slippage,sqz,41.06932153392331,-2.2288145512588993,-3.5336653996738034,False,False
no commission,sqz,41.06932153392331,-0.7901669814068217,-2.102367689750139,False,False
lifetime plan + stop-limit,sqz,41.06932153392331,-1.4913555233180673,-2.799146315704337,False,False
frictionless,sqz,41.06932153392331,-0.42881455125889967,-1.7336653996738032,False,False
full cost today,sqz,33.134218289085545,-4.10588127711483,-2.2759621323567063,False,False
no exit slippage,sqz,33.134218289085545,-3.702931424607455,-1.8770500743331342,False,False
no commission,sqz,33.134218289085545,-2.3058812771148296,-0.4759621323567078,False,False
lifetime plan + stop-limit,sqz,33.134218289085545,-2.9821113656104044,-1.1546148975425652,False,False
frictionless,sqz,33.134218289085545,-1.902931424607455,-0.07705007433313572,False,False
full cost today,sqz,3.4587020648967552,-4.79452471772635,-2.585812115372976,False,False
no exit slippage,sqz,3.4587020648967552,-4.456686879888513,-2.2625797921406527,False,False
no commission,sqz,3.4587020648967552,-2.994524717726351,-0.7858121153729766,False,False
lifetime plan + stop-limit,sqz,3.4587020648967552,-3.7098220150236463,-1.5098727214335828,False,False
frictionless,sqz,3.4587020648967552,-2.656686879888513,-0.46257979214065337,False,False
full cost today,sqz,21.261061946902657,-2.624903703914354,-7.143490555554972,False,False
no exit slippage,sqz,21.261061946902657,-2.2425901710871994,-6.76150297791522,False,False
no commission,sqz,21.261061946902657,-0.8249037039143549,-5.343490555554972,False,False
lifetime plan + stop-limit,sqz,21.261061946902657,-1.5135155842180612,-6.032298008971121,False,False
frictionless,sqz,21.261061946902657,-0.4425901710871997,-4.961502977915221,False,False
full cost today,rev,78.3038348082596,-3.311630855716933,-3.272738949338278,False,False
no exit slippage,rev,78.3038348082596,-2.948462514320083,-2.910986896150949,False,False
no commission,rev,78.3038348082596,-1.5116308557169327,-1.472738949338278,False,False
lifetime plan + stop-limit,rev,78.3038348082596,-2.211729850878823,-2.1736877174258797,False,False
frictionless,rev,78.3038348082596,-1.1484625143200835,-1.1109868961509493,False,False
full cost today,vwr,46.52654867256637,-5.553753616255772,-5.799099348918731,False,False
no exit slippage,vwr,46.52654867256637,-5.189194269385351,-5.4378069207202975,False,False
no commission,vwr,46.52654867256637,-3.7537536162557723,-3.999099348918731,False,False
lifetime plan + stop-limit,vwr,46.52654867256637,-4.45301800813352,-4.700323891999671,False,False
frictionless,vwr,46.52654867256637,-3.389194269385352,-3.6378069207202977,False,False
full cost today,imp,19.520648967551622,-4.627090815910133,-5.5982846354324955,False,False
no exit slippage,imp,19.520648967551622,-4.263228197692114,-5.2362156699152544,False,False
no commission,imp,19.520648967551622,-2.8270908159101324,-3.7982846354324953,False,False
lifetime plan + stop-limit,imp,19.520648967551622,-3.5267732449793194,-4.4990432561221505,False,False
frictionless,imp,19.520648967551622,-2.4632281976921138,-3.436215669915254,False,False
full cost today,imp,17.485250737463126,-5.126262621400172,-4.311646915736028,False,False
no exit slippage,imp,17.485250737463126,-4.803248922770035,-3.996628600717713,False,False
no commission,imp,17.485250737463126,-3.3262626214001725,-2.5116469157360286,False,False
lifetime plan + stop-limit,imp,17.485250737463126,-4.050454402222089,-3.24063592672504,False,False
frictionless,imp,17.485250737463126,-3.003248922770035,-2.196628600717714,False,False
full cost today,imp,29.129793510324486,-3.9084549744844637,-5.844777385401806,False,False
no exit slippage,imp,29.129793510324486,-3.5466399059913134,-5.467107482489185,False,False
no commission,imp,29.129793510324486,-2.1084549744844647,-4.044777385401806,False,False
lifetime plan + stop-limit,imp,29.129793510324486,-2.8093659333885723,-4.736175443654232,False,False
frictionless,imp,29.129793510324486,-1.7466399059913138,-3.6671074824891847,False,False
full cost today,vol,88.01622418879056,-4.069952452796642,-2.310050465296194,False,False
no exit slippage,vol,88.01622418879056,-3.699263747562482,-1.9518336820794109,False,False
no commission,vol,88.01622418879056,-2.2699524527966424,-0.510050465296194,False,False
lifetime plan + stop-limit,vol,88.01622418879056,-2.9655392296561462,-1.2131203953661245,False,False
frictionless,vol,88.01622418879056,-1.8992637475624827,-0.15183368207941078,False,False
full cost today,imp,1.556047197640118,-3.2347911905930666,-3.1038036310795976,False,False
no exit slippage,imp,1.556047197640118,-2.768689495677813,-2.6773330428443036,False,False
no commission,imp,1.556047197640118,-1.434791190593067,-1.303803631079598,False,False
lifetime plan + stop-limit,imp,1.556047197640118,-2.073130173643914,-1.9659212781384212,False,False
frictionless,imp,1.556047197640118,-0.9686894956778129,-0.8773330428443039,False,False
full cost today,sqz,1.7035398230088497,-4.083505020076272,-6.4819382142553055,False,False
no exit slippage,sqz,1.7035398230088497,-3.7587923763981106,-6.1222890914482875,False,False
no commission,sqz,1.7035398230088497,-2.2835050200762725,-4.681938214255305,False,False
lifetime plan + stop-limit,sqz,1.7035398230088497,-3.006677433869376,-5.384148740571093,False,False
frictionless,sqz,1.7035398230088497,-1.9587923763981114,-4.322289091448287,False,False
full cost today,vol,27.514749262536874,-3.455862497246232,-1.5415825288244207,False,False
no exit slippage,vol,27.514749262536874,-3.112763309106451,-1.2141883194703005,False,False
no commission,vol,27.514749262536874,-1.6558624972462321,0.25841747117557945,False,False
lifetime plan + stop-limit,vol,27.514749262536874,-2.3680029843623625,-0.4631460032119483,False,False
frictionless,vol,27.514749262536874,-1.3127633091064512,0.5858116805296997,False,False
full cost today,gap,0.9808259587020649,-0.48086765340960635,3.8649073492602,False,False
no exit slippage,gap,0.9808259587020649,-0.05001658957981893,4.326445810798662,False,False
no commission,gap,0.9808259587020649,1.3191323465903926,5.6649073492602,True,True
lifetime plan + stop-limit,gap,0.9808259587020649,0.6596429848882653,5.0238304261832765,True,True
frictionless,gap,0.9808259587020649,1.7499834104201797,6.1264458107986615,True,True
full cost today,vwr,78.56194690265487,-3.5157120426196875,-3.3752621608873015,False,False
no exit slippage,vwr,78.56194690265487,-3.175341354022658,-3.04066519360877,False,False
no commission,vwr,78.56194690265487,-1.7157120426196872,-1.575262160887302,False,False
lifetime plan + stop-limit,vwr,78.56194690265487,-2.4294896294614685,-2.292503980520183,False,False
frictionless,vwr,78.56194690265487,-1.3753413540226578,-1.2406651936087705,False,False
full cost today,sqz,22.669616519174042,-3.393649467967764,-3.754167842300267,False,False
no exit slippage,sqz,22.669616519174042,-3.018324229459525,-3.3739595089669336,False,False
no commission,sqz,22.669616519174042,-1.5936494679677646,-1.9541678423002675,False,False
lifetime plan + stop-limit,sqz,22.669616519174042,-2.2864543248628193,-2.644042842300266,False,False
frictionless,sqz,22.669616519174042,-1.2183242294595253,-1.573959508966934,False,False
full cost today,imp,104.46902654867257,-4.94160145516215,-6.426869300402247,False,False
no exit slippage,imp,104.46902654867257,-4.582244070720211,-6.067272480413604,False,False
no commission,imp,104.46902654867257,-3.1416014551621503,-4.626869300402247,False,False
lifetime plan + stop-limit,imp,104.46902654867257,-3.8439870244969856,-5.32911120840906,False,False
frictionless,imp,104.46902654867257,-2.7822440707202114,-4.267272480413604,False,False
full cost today,vol,65.0589970501475,-3.2569159671517887,-1.4803570819847103,False,False
no exit slippage,vol,65.0589970501475,-2.898296303311241,-1.1273318318656058,False,False
no commission,vol,65.0589970501475,-1.4569159671517888,0.31964291801529016,False,False
lifetime plan + stop-limit,vol,65.0589970501475,-2.15974416884746,-0.386541931913248,False,False
frictionless,vol,65.0589970501475,-1.0982963033112414,0.6726681681343945,False,False
full cost today,rev,154.60176991150442,-3.437971560814959,-3.5840653858015834,False,False
no exit slippage,rev,154.60176991150442,-3.0320473299479365,-3.1784843460462318,False,False
no commission,rev,154.60176991150442,-1.6379715608149583,-1.7840653858015838,False,False
lifetime plan + stop-limit,rev,154.60176991150442,-2.3124170222947438,-2.458716761948373,False,False
frictionless,rev,154.60176991150442,-1.2320473299479358,-1.3784843460462322,False,False
full cost today,vol,73.34070796460178,-4.182088951887014,-4.408068240820644,False,False
no exit slippage,vol,73.34070796460178,-3.7800772279328436,-4.010774267880914,False,False
no commission,vol,73.34070796460178,-2.382088951887015,-2.6080682408206437,False,False
lifetime plan + stop-limit,vol,73.34070796460178,-3.058881917514513,-3.2876918570568066,False,False
frictionless,vol,73.34070796460178,-1.980077227932845,-2.2107742678809146,False,False
full cost today,imp,57.61061946902655,-3.527698296821675,-5.299068549497165,False,False
no exit slippage,imp,57.61061946902655,-3.157321555036022,-4.922130080262548,False,False
no commission,imp,57.61061946902655,-1.727698296821675,-3.4990685494971654,False,False
lifetime plan + stop-limit,imp,57.61061946902655,-2.4234722517502827,-4.190905467956394,False,False
frictionless,imp,57.61061946902655,-1.357321555036022,-3.1221300802625485,False,False
full cost today,sqz,1.9616519174041298,2.3736278210196193,-3.915302497394706,True,False
no exit slippage,sqz,1.9616519174041298,2.6864240295504254,-3.5971206792128876,True,False
no commission,sqz,1.9616519174041298,4.173627821019619,-2.1153024973947057,True,False
lifetime plan + stop-limit,sqz,1.9616519174041298,3.4433055461381037,-2.842393406485615,True,False
frictionless,sqz,1.9616519174041298,4.486424029550425,-1.7971206792128875,True,False
full cost today,imp,207.23451327433628,-3.017996819004977,-3.1331131388343985,False,False
no exit slippage,imp,207.23451327433628,-2.5683392038928163,-2.677799826677309,False,False
no commission,imp,207.23451327433628,-1.217996819004977,-1.3331131388343989,False,False
lifetime plan + stop-limit,imp,207.23451327433628,-1.8662022499376802,-1.977925151540144,False,False
frictionless,imp,207.23451327433628,-0.7683392038928166,-0.8777998266773097,False,False
full cost today,rev,26.179941002949853,-4.3932262575736605,-4.85152406345982,False,False
no exit slippage,rev,26.179941002949853,-3.9820358707918353,-4.437206137867937,False,False
no commission,rev,26.179941002949853,-2.5932262575736607,-3.0515240634598215,False,False
lifetime plan + stop-limit,rev,26.179941002949853,-3.2645120255045668,-3.7209333081046925,False,False
frictionless,rev,26.179941002949853,-2.182035870791836,-2.637206137867939,False,False
full cost today,vwr,185.9070796460177,-3.8238294309040426,-4.364003371994419,False,False
no exit slippage,vwr,185.9070796460177,-3.360049488814019,-3.8986026639158866,False,False
no commission,vwr,185.9070796460177,-2.0238294309040437,-2.564003371994419,False,False
lifetime plan + stop-limit,vwr,185.9070796460177,-2.6635614656500284,-3.2027629471472983,False,False
frictionless,vwr,185.9070796460177,-1.5600494888140197,-2.098602663915887,False,False
full cost today,vol,3.36283185840708,-3.2064666432969027,-4.915697809963254,False,False
no exit slippage,vol,3.36283185840708,-2.863060049890309,-4.562436940398037,False,False
no commission,vol,3.36283185840708,-1.406466643296903,-3.1156978099632537,False,False
