name,mode,imp,W,stop,tgt,htf,n,tr_day,wr,per_day,per_trade,maxDD,sharpe
MOM_i5.0_w4_s18.0_t20.0_htf0,momentum,5.0,4,18.0,20.0,0,9156,132.7,46.2,-356.8,-2.69,25090.0,-11.87
MOM_i5.0_w4_s18.0_t20.0_htf30,momentum,5.0,4,18.0,20.0,30,7476,108.3,45.8,-303.5,-2.8,21023.0,-12.9
MOM_i5.0_w4_s18.0_t20.0_htf60,momentum,5.0,4,18.0,20.0,60,7124,103.2,46.3,-247.6,-2.4,17193.0,-11.55
MOM_i5.0_w4_s18.0_t35.0_htf0,momentum,5.0,4,18.0,35.0,0,7938,115.0,42.0,-290.4,-2.52,21306.0,-10.54
MOM_i5.0_w4_s18.0_t35.0_htf30,momentum,5.0,4,18.0,35.0,30,6569,95.2,40.9,-300.7,-3.16,20899.0,-11.8
MOM_i5.0_w4_s18.0_t35.0_htf60,momentum,5.0,4,18.0,35.0,60,6235,90.4,42.1,-182.9,-2.02,13373.0,-8.04
MOM_i5.0_w4_s18.0_t50.0_htf0,momentum,5.0,4,18.0,50.0,0,7478,108.4,40.6,-323.2,-2.98,24319.0,-9.33
MOM_i5.0_w4_s18.0_t50.0_htf30,momentum,5.0,4,18.0,50.0,30,6241,90.4,40.1,-273.6,-3.03,19519.0,-9.9
MOM_i5.0_w4_s18.0_t50.0_htf60,momentum,5.0,4,18.0,50.0,60,5894,85.4,41.2,-170.7,-2.0,12843.0,-7.16
MOM_i5.0_w4_s25.0_t12.0_htf0,momentum,5.0,4,25.0,12.0,0,9759,141.4,57.8,-365.0,-2.58,25469.0,-10.85
MOM_i5.0_w4_s25.0_t12.0_htf30,momentum,5.0,4,25.0,12.0,30,8129,117.8,57.1,-325.3,-2.76,22538.0,-13.37
MOM_i5.0_w4_s25.0_t12.0_htf60,momentum,5.0,4,25.0,12.0,60,7757,112.4,57.1,-300.1,-2.67,20917.0,-12.81
MOM_i5.0_w4_s25.0_t20.0_htf0,momentum,5.0,4,25.0,20.0,0,8238,119.4,50.1,-282.8,-2.37,20048.0,-11.27
MOM_i5.0_w4_s25.0_t20.0_htf30,momentum,5.0,4,25.0,20.0,30,6926,100.4,49.2,-258.9,-2.58,18102.0,-11.03
MOM_i5.0_w4_s25.0_t20.0_htf60,momentum,5.0,4,25.0,20.0,60,6636,96.2,49.4,-223.4,-2.32,15793.0,-10.15
MOM_i5.0_w4_s25.0_t35.0_htf0,momentum,5.0,4,25.0,35.0,0,7219,104.6,45.3,-237.8,-2.27,18251.0,-8.44
MOM_i5.0_w4_s25.0_t35.0_htf30,momentum,5.0,4,25.0,35.0,30,6085,88.2,44.4,-238.4,-2.7,16726.0,-9.06
MOM_i5.0_w4_s25.0_t35.0_htf60,momentum,5.0,4,25.0,35.0,60,5817,84.3,45.1,-167.8,-1.99,12918.0,-6.92
MOM_i5.0_w4_s25.0_t50.0_htf0,momentum,5.0,4,25.0,50.0,0,6822,98.9,43.8,-250.0,-2.53,18484.0,-8.46
MOM_i5.0_w4_s25.0_t50.0_htf30,momentum,5.0,4,25.0,50.0,30,5797,84.0,43.1,-223.1,-2.66,16257.0,-8.34
MOM_i5.0_w4_s25.0_t50.0_htf60,momentum,5.0,4,25.0,50.0,60,5506,79.8,43.7,-163.2,-2.05,12632.0,-6.77
FADE_i5.0_w6_s8.0_t12.0_htf0,fade,5.0,6,8.0,12.0,0,15066,218.3,38.7,-720.6,-3.3,49793.0,-19.58
FADE_i5.0_w6_s8.0_t12.0_htf30,fade,5.0,6,8.0,12.0,30,6490,94.1,38.4,-322.0,-3.42,22208.0,-19.52
FADE_i5.0_w6_s8.0_t12.0_htf60,fade,5.0,6,8.0,12.0,60,7085,102.7,38.4,-359.7,-3.5,24881.0,-19.31
FADE_i5.0_w6_s8.0_t20.0_htf0,fade,5.0,6,8.0,20.0,0,12948,187.7,31.7,-663.2,-3.53,45797.0,-19.78
FADE_i5.0_w6_s8.0_t20.0_htf30,fade,5.0,6,8.0,20.0,30,6042,87.6,31.8,-317.7,-3.63,21942.0,-18.03
FADE_i5.0_w6_s8.0_t20.0_htf60,fade,5.0,6,8.0,20.0,60,6618,95.9,32.4,-327.0,-3.41,22598.0,-18.72
FADE_i5.0_w6_s8.0_t35.0_htf0,fade,5.0,6,8.0,35.0,0,11419,165.5,28.6,-568.6,-3.44,39572.0,-19.05
FADE_i5.0_w6_s8.0_t35.0_htf30,fade,5.0,6,8.0,35.0,30,5755,83.4,29.0,-302.5,-3.63,21005.0,-16.64
FADE_i5.0_w6_s8.0_t35.0_htf60,fade,5.0,6,8.0,35.0,60,6326,91.7,29.4,-310.8,-3.39,21581.0,-16.16
FADE_i5.0_w6_s8.0_t50.0_htf0,fade,5.0,6,8.0,50.0,0,10820,156.8,28.5,-504.6,-3.22,35469.0,-17.07
FADE_i5.0_w6_s8.0_t50.0_htf30,fade,5.0,6,8.0,50.0,30,5682,82.3,28.3,-295.8,-3.59,20625.0,-15.15
FADE_i5.0_w6_s8.0_t50.0_htf60,fade,5.0,6,8.0,50.0,60,6248,90.6,28.5,-326.9,-3.61,22630.0,-16.87
FADE_i5.0_w6_s12.0_t12.0_htf0,fade,5.0,6,12.0,12.0,0,12828,185.9,47.7,-538.5,-2.9,37214.0,-16.82
FADE_i5.0_w6_s12.0_t12.0_htf30,fade,5.0,6,12.0,12.0,30,5724,83.0,46.8,-258.2,-3.11,17836.0,-15.83
FADE_i5.0_w6_s12.0_t12.0_htf60,fade,5.0,6,12.0,12.0,60,6189,89.7,47.2,-273.1,-3.05,18881.0,-16.21
FADE_i5.0_w6_s12.0_t20.0_htf0,fade,5.0,6,12.0,20.0,0,10910,158.1,39.9,-488.0,-3.09,33708.0,-16.39
FADE_i5.0_w6_s12.0_t20.0_htf30,fade,5.0,6,12.0,20.0,30,5266,76.3,39.7,-234.9,-3.08,16230.0,-12.98
FADE_i5.0_w6_s12.0_t20.0_htf60,fade,5.0,6,12.0,20.0,60,5715,82.8,40.4,-234.4,-2.83,16235.0,-14.03
FADE_i5.0_w6_s12.0_t35.0_htf0,fade,5.0,6,12.0,35.0,0,9566,138.6,36.3,-403.3,-2.91,28208.0,-14.56
FADE_i5.0_w6_s12.0_t35.0_htf30,fade,5.0,6,12.0,35.0,30,4973,72.1,36.3,-228.6,-3.17,15927.0,-12.81
FADE_i5.0_w6_s12.0_t35.0_htf60,fade,5.0,6,12.0,35.0,60,5402,78.3,36.9,-217.1,-2.77,15137.0,-12.55
FADE_i5.0_w6_s12.0_t50.0_htf0,fade,5.0,6,12.0,50.0,0,9053,131.2,35.7,-389.2,-2.97,27810.0,-13.05
FADE_i5.0_w6_s12.0_t50.0_htf30,fade,5.0,6,12.0,50.0,30,4878,70.7,35.5,-216.0,-3.06,15438.0,-11.39
FADE_i5.0_w6_s12.0_t50.0_htf60,fade,5.0,6,12.0,50.0,60,5313,77.0,35.8,-228.4,-2.97,15837.0,-12.59
FADE_i5.0_w6_s18.0_t12.0_htf0,fade,5.0,6,18.0,12.0,0,11071,160.4,55.0,-398.5,-2.48,27621.0,-12.93
FADE_i5.0_w6_s18.0_t12.0_htf30,fade,5.0,6,18.0,12.0,30,5135,74.4,53.8,-197.8,-2.66,13632.0,-11.95
FADE_i5.0_w6_s18.0_t12.0_htf60,fade,5.0,6,18.0,12.0,60,5474,79.3,54.0,-212.3,-2.68,14680.0,-12.6
FADE_i5.0_w6_s18.0_t20.0_htf0,fade,5.0,6,18.0,20.0,0,9343,135.4,46.4,-412.0,-3.04,28581.0,-12.63
FADE_i5.0_w6_s18.0_t20.0_htf30,fade,5.0,6,18.0,20.0,30,4693,68.0,46.0,-204.7,-3.01,14101.0,-10.87
FADE_i5.0_w6_s18.0_t20.0_htf60,fade,5.0,6,18.0,20.0,60,5017,72.7,46.9,-182.7,-2.51,12627.0,-10.2
FADE_i5.0_w6_s18.0_t35.0_htf0,fade,5.0,6,18.0,35.0,0,8154,118.2,42.8,-309.1,-2.62,21918.0,-10.87
FADE_i5.0_w6_s18.0_t35.0_htf30,fade,5.0,6,18.0,35.0,30,4415,64.0,42.3,-193.2,-3.02,13336.0,-10.04
FADE_i5.0_w6_s18.0_t35.0_htf60,fade,5.0,6,18.0,35.0,60,4714,68.3,43.0,-160.7,-2.35,11171.0,-8.24
FADE_i5.0_w6_s18.0_t50.0_htf0,fade,5.0,6,18.0,50.0,0,7724,111.9,41.8,-308.8,-2.76,22493.0,-10.66
FADE_i5.0_w6_s18.0_t50.0_htf30,fade,5.0,6,18.0,50.0,30,4329,62.7,41.6,-172.9,-2.76,12108.0,-9.22
FADE_i5.0_w6_s18.0_t50.0_htf60,fade,5.0,6,18.0,50.0,60,4608,66.8,41.9,-171.3,-2.57,11798.0,-9.01
FADE_i5.0_w6_s25.0_t12.0_htf0,fade,5.0,6,25.0,12.0,0,9959,144.3,58.9,-328.7,-2.28,22767.0,-10.49
FADE_i5.0_w6_s25.0_t12.0_htf30,fade,5.0,6,25.0,12.0,30,4785,69.3,57.0,-175.5,-2.53,12094.0,-9.06
FADE_i5.0_w6_s25.0_t12.0_htf60,fade,5.0,6,25.0,12.0,60,5044,73.1,57.6,-160.7,-2.2,11138.0,-9.34
FADE_i5.0_w6_s25.0_t20.0_htf0,fade,5.0,6,25.0,20.0,0,8417,122.0,51.1,-285.4,-2.34,19857.0,-9.89
FADE_i5.0_w6_s25.0_t20.0_htf30,fade,5.0,6,25.0,20.0,30,4381,63.5,49.6,-167.6,-2.64,11512.0,-8.07
FADE_i5.0_w6_s25.0_t20.0_htf60,fade,5.0,6,25.0,20.0,60,4629,67.1,50.7,-131.1,-1.95,9047.0,-6.94
FADE_i5.0_w6_s25.0_t35.0_htf0,fade,5.0,6,25.0,35.0,0,7392,107.1,46.5,-259.9,-2.43,18409.0,-10.07
FADE_i5.0_w6_s25.0_t35.0_htf30,fade,5.0,6,25.0,35.0,30,4122,59.7,45.9,-145.7,-2.44,10099.0,-6.63
FADE_i5.0_w6_s25.0_t35.0_htf60,fade,5.0,6,25.0,35.0,60,4357,63.1,46.4,-128.7,-2.04,8942.0,-6.5
FADE_i5.0_w6_s25.0_t50.0_htf0,fade,5.0,6,25.0,50.0,0,7039,102.0,45.5,-236.3,-2.32,17743.0,-8.7
FADE_i5.0_w6_s25.0_t50.0_htf30,fade,5.0,6,25.0,50.0,30,4041,58.6,45.0,-144.8,-2.47,10242.0,-6.59
FADE_i5.0_w6_s25.0_t50.0_htf60,fade,5.0,6,25.0,50.0,60,4259,61.7,45.3,-140.4,-2.27,9699.0,-7.35
MOM_i5.0_w6_s8.0_t12.0_htf0,momentum,5.0,6,8.0,12.0,0,14945,216.6,37.3,-821.4,-3.79,56725.0,-20.92
MOM_i5.0_w6_s8.0_t12.0_htf30,momentum,5.0,6,8.0,12.0,30,11274,163.4,37.5,-605.0,-3.7,41849.0,-20.83
MOM_i5.0_w6_s8.0_t12.0_htf60,momentum,5.0,6,8.0,12.0,60,10442,151.3,37.4,-566.1,-3.74,39113.0,-20.65
MOM_i5.0_w6_s8.0_t20.0_htf0,momentum,5.0,6,8.0,20.0,0,12811,185.7,30.7,-685.7,-3.69,47708.0,-17.88
MOM_i5.0_w6_s8.0_t20.0_htf30,momentum,5.0,6,8.0,20.0,30,9788,141.9,30.9,-511.6,-3.61,35764.0,-17.5
MOM_i5.0_w6_s8.0_t20.0_htf60,momentum,5.0,6,8.0,20.0,60,9119,132.2,30.9,-476.8,-3.61,33125.0,-18.23
MOM_i5.0_w6_s8.0_t35.0_htf0,momentum,5.0,6,8.0,35.0,0,11245,163.0,26.9,-638.8,-3.92,44749.0,-16.74
MOM_i5.0_w6_s8.0_t35.0_htf30,momentum,5.0,6,8.0,35.0,30,8653,125.4,27.0,-484.3,-3.86,34027.0,-15.63
MOM_i5.0_w6_s8.0_t35.0_htf60,momentum,5.0,6,8.0,35.0,60,8023,116.3,27.6,-410.5,-3.53,28754.0,-15.73
MOM_i5.0_w6_s8.0_t50.0_htf0,momentum,5.0,6,8.0,50.0,0,10668,154.6,26.2,-628.7,-4.07,43801.0,-15.79
MOM_i5.0_w6_s8.0_t50.0_htf30,momentum,5.0,6,8.0,50.0,30,8233,119.3,26.6,-458.5,-3.84,32417.0,-14.6
MOM_i5.0_w6_s8.0_t50.0_htf60,momentum,5.0,6,8.0,50.0,60,7637,110.7,27.0,-388.9,-3.51,27274.0,-15.38
MOM_i5.0_w6_s12.0_t12.0_htf0,momentum,5.0,6,12.0,12.0,0,12841,186.1,45.9,-686.1,-3.69,47399.0,-17.63
MOM_i5.0_w6_s12.0_t12.0_htf30,momentum,5.0,6,12.0,12.0,30,10044,145.6,46.0,-517.6,-3.56,35783.0,-18.88
MOM_i5.0_w6_s12.0_t12.0_htf60,momentum,5.0,6,12.0,12.0,60,9329,135.2,46.0,-477.3,-3.53,32979.0,-18.28
MOM_i5.0_w6_s12.0_t20.0_htf0,momentum,5.0,6,12.0,20.0,0,10926,158.3,38.2,-592.1,-3.74,41071.0,-14.77
MOM_i5.0_w6_s12.0_t20.0_htf30,momentum,5.0,6,12.0,20.0,30,8612,124.8,38.7,-441.4,-3.54,30609.0,-14.74
MOM_i5.0_w6_s12.0_t20.0_htf60,momentum,5.0,6,12.0,20.0,60,8050,116.7,38.7,-406.0,-3.48,28070.0,-15.66
MOM_i5.0_w6_s12.0_t35.0_htf0,momentum,5.0,6,12.0,35.0,0,9491,137.6,34.1,-515.6,-3.75,35837.0,-13.08
MOM_i5.0_w6_s12.0_t35.0_htf30,momentum,5.0,6,12.0,35.0,30,7561,109.6,34.5,-416.6,-3.8,28945.0,-14.54
MOM_i5.0_w6_s12.0_t35.0_htf60,momentum,5.0,6,12.0,35.0,60,7037,102.0,34.9,-344.9,-3.38,23930.0,-13.11
MOM_i5.0_w6_s12.0_t50.0_htf0,momentum,5.0,6,12.0,50.0,0,8998,130.4,33.2,-520.5,-3.99,36422.0,-11.94
MOM_i5.0_w6_s12.0_t50.0_htf30,momentum,5.0,6,12.0,50.0,30,7167,103.9,33.9,-382.3,-3.68,26961.0,-12.52
MOM_i5.0_w6_s12.0_t50.0_htf60,momentum,5.0,6,12.0,50.0,60,6671,96.7,34.1,-335.8,-3.47,23510.0,-12.88
MOM_i5.0_w6_s18.0_t12.0_htf0,momentum,5.0,6,18.0,12.0,0,11089,160.7,53.3,-518.5,-3.23,35965.0,-15.95
MOM_i5.0_w6_s18.0_t12.0_htf30,momentum,5.0,6,18.0,12.0,30,9015,130.7,53.0,-416.7,-3.19,28799.0,-16.21
MOM_i5.0_w6_s18.0_t12.0_htf60,momentum,5.0,6,18.0,12.0,60,8394,121.7,53.2,-371.0,-3.05,25668.0,-15.4
MOM_i5.0_w6_s18.0_t20.0_htf0,momentum,5.0,6,18.0,20.0,0,9367,135.8,45.3,-427.7,-3.15,30059.0,-13.94
MOM_i5.0_w6_s18.0_t20.0_htf30,momentum,5.0,6,18.0,20.0,30,7658,111.0,45.1,-364.7,-3.29,25373.0,-13.32
MOM_i5.0_w6_s18.0_t20.0_htf60,momentum,5.0,6,18.0,20.0,60,7193,104.2,45.7,-301.9,-2.9,21126.0,-12.19
MOM_i5.0_w6_s18.0_t35.0_htf0,momentum,5.0,6,18.0,35.0,0,8146,118.1,40.6,-390.3,-3.31,27881.0,-12.83
MOM_i5.0_w6_s18.0_t35.0_htf30,momentum,5.0,6,18.0,35.0,30,6690,97.0,40.3,-347.0,-3.58,24215.0,-12.68
MOM_i5.0_w6_s18.0_t35.0_htf60,momentum,5.0,6,18.0,35.0,60,6270,90.9,41.6,-225.9,-2.49,16349.0,-9.66
MOM_i5.0_w6_s18.0_t50.0_htf0,momentum,5.0,6,18.0,50.0,0,7679,111.3,39.7,-371.0,-3.33,26242.0,-11.38
MOM_i5.0_w6_s18.0_t50.0_htf30,momentum,5.0,6,18.0,50.0,30,6340,91.9,39.8,-281.7,-3.07,20193.0,-9.84
MOM_i5.0_w6_s18.0_t50.0_htf60,momentum,5.0,6,18.0,50.0,60,5916,85.7,40.8,-199.1,-2.32,14897.0,-7.77
MOM_i5.0_w6_s25.0_t12.0_htf0,momentum,5.0,6,25.0,12.0,0,9993,144.8,57.2,-414.1,-2.86,28777.0,-13.19
MOM_i5.0_w6_s25.0_t12.0_htf30,momentum,5.0,6,25.0,12.0,30,8383,121.5,57.2,-308.0,-2.54,21302.0,-12.59
MOM_i5.0_w6_s25.0_t12.0_htf60,momentum,5.0,6,25.0,12.0,60,7861,113.9,57.3,-281.0,-2.47,19667.0,-11.54
MOM_i5.0_w6_s25.0_t20.0_htf0,momentum,5.0,6,25.0,20.0,0,8403,121.8,49.6,-308.5,-2.53,21678.0,-11.11
MOM_i5.0_w6_s25.0_t20.0_htf30,momentum,5.0,6,25.0,20.0,30,7083,102.7,49.5,-250.6,-2.44,17458.0,-11.15
MOM_i5.0_w6_s25.0_t20.0_htf60,momentum,5.0,6,25.0,20.0,60,6659,96.5,49.7,-219.0,-2.27,15731.0,-9.31
MOM_i5.0_w6_s25.0_t35.0_htf0,momentum,5.0,6,25.0,35.0,0,7374,106.9,44.7,-259.9,-2.43,19004.0,-9.65
MOM_i5.0_w6_s25.0_t35.0_htf30,momentum,5.0,6,25.0,35.0,30,6204,89.9,44.6,-243.4,-2.71,16986.0,-10.22
MOM_i5.0_w6_s25.0_t35.0_htf60,momentum,5.0,6,25.0,35.0,60,5844,84.7,45.2,-152.2,-1.8,11480.0,-6.6
MOM_i5.0_w6_s25.0_t50.0_htf0,momentum,5.0,6,25.0,50.0,0,6973,101.1,43.6,-235.2,-2.33,17454.0,-8.1
MOM_i5.0_w6_s25.0_t50.0_htf30,momentum,5.0,6,25.0,50.0,30,5903,85.6,43.5,-209.5,-2.45,15396.0,-7.96
MOM_i5.0_w6_s25.0_t50.0_htf60,momentum,5.0,6,25.0,50.0,60,5538,80.3,44.1,-140.9,-1.76,11218.0,-5.67
FADE_i8.0_w3_s8.0_t12.0_htf0,fade,8.0,3,8.0,12.0,0,11989,173.8,37.8,-614.9,-3.54,42434.0,-20.04
FADE_i8.0_w3_s8.0_t12.0_htf30,fade,8.0,3,8.0,12.0,30,5143,74.5,36.7,-294.8,-3.96,20349.0,-17.23
FADE_i8.0_w3_s8.0_t12.0_htf60,fade,8.0,3,8.0,12.0,60,5548,80.4,37.8,-284.2,-3.53,19732.0,-17.26
FADE_i8.0_w3_s8.0_t20.0_htf0,fade,8.0,3,8.0,20.0,0,10483,151.9,30.6,-543.3,-3.58,37526.0,-18.31
FADE_i8.0_w3_s8.0_t20.0_htf30,fade,8.0,3,8.0,20.0,30,4900,71.0,28.8,-307.7,-4.33,21244.0,-15.57
FADE_i8.0_w3_s8.0_t20.0_htf60,fade,8.0,3,8.0,20.0,60,5268,76.3,30.5,-269.2,-3.53,18674.0,-15.3
FADE_i8.0_w3_s8.0_t35.0_htf0,fade,8.0,3,8.0,35.0,0,9220,133.6,26.7,-481.0,-3.6,33375.0,-15.95
FADE_i8.0_w3_s8.0_t35.0_htf30,fade,8.0,3,8.0,35.0,30,4647,67.3,24.9,-294.1,-4.37,20301.0,-14.26
FADE_i8.0_w3_s8.0_t35.0_htf60,fade,8.0,3,8.0,35.0,60,5007,72.6,26.5,-248.3,-3.42,17162.0,-13.04
FADE_i8.0_w3_s8.0_t50.0_htf0,fade,8.0,3,8.0,50.0,0,8677,125.8,26.5,-419.8,-3.34,29279.0,-14.59
FADE_i8.0_w3_s8.0_t50.0_htf30,fade,8.0,3,8.0,50.0,30,4530,65.7,23.8,-306.6,-4.67,21170.0,-13.02
FADE_i8.0_w3_s8.0_t50.0_htf60,fade,8.0,3,8.0,50.0,60,4872,70.6,25.3,-270.2,-3.83,18710.0,-12.9
FADE_i8.0_w3_s12.0_t12.0_htf0,fade,8.0,3,12.0,12.0,0,10542,152.8,47.4,-471.0,-3.08,32475.0,-16.68
FADE_i8.0_w3_s12.0_t12.0_htf30,fade,8.0,3,12.0,12.0,30,4730,68.6,45.8,-263.0,-3.84,18169.0,-15.36
FADE_i8.0_w3_s12.0_t12.0_htf60,fade,8.0,3,12.0,12.0,60,5066,73.4,46.8,-241.5,-3.29,16721.0,-14.88
FADE_i8.0_w3_s12.0_t20.0_htf0,fade,8.0,3,12.0,20.0,0,9033,130.9,39.7,-380.4,-2.91,26304.0,-14.57
FADE_i8.0_w3_s12.0_t20.0_htf30,fade,8.0,3,12.0,20.0,30,4441,64.4,37.4,-269.8,-4.19,18665.0,-13.24
FADE_i8.0_w3_s12.0_t20.0_htf60,fade,8.0,3,12.0,20.0,60,4753,68.9,38.9,-219.5,-3.19,15236.0,-12.43
FADE_i8.0_w3_s12.0_t35.0_htf0,fade,8.0,3,12.0,35.0,0,7842,113.7,34.9,-338.9,-2.98,23749.0,-10.76
FADE_i8.0_w3_s12.0_t35.0_htf30,fade,8.0,3,12.0,35.0,30,4173,60.5,33.0,-237.8,-3.93,16449.0,-11.46
FADE_i8.0_w3_s12.0_t35.0_htf60,fade,8.0,3,12.0,35.0,60,4467,64.7,34.4,-203.2,-3.14,14046.0,-11.35
FADE_i8.0_w3_s12.0_t50.0_htf0,fade,8.0,3,12.0,50.0,0,7355,106.6,34.1,-320.2,-3.0,22462.0,-9.24
FADE_i8.0_w3_s12.0_t50.0_htf30,fade,8.0,3,12.0,50.0,30,4043,58.6,31.8,-241.6,-4.12,16760.0,-10.43
FADE_i8.0_w3_s12.0_t50.0_htf60,fade,8.0,3,12.0,50.0,60,4325,62.7,33.2,-207.2,-3.31,14358.0,-10.77
FADE_i8.0_w3_s18.0_t12.0_htf0,fade,8.0,3,18.0,12.0,0,9127,132.3,55.9,-307.9,-2.33,21297.0,-11.59
FADE_i8.0_w3_s18.0_t12.0_htf30,fade,8.0,3,18.0,12.0,30,4307,62.4,54.9,-172.5,-2.76,11952.0,-9.73
FADE_i8.0_w3_s18.0_t12.0_htf60,fade,8.0,3,18.0,12.0,60,4579,66.4,55.7,-147.9,-2.23,10342.0,-9.17
FADE_i8.0_w3_s18.0_t20.0_htf0,fade,8.0,3,18.0,20.0,0,7719,111.9,47.6,-244.4,-2.18,17027.0,-7.95
FADE_i8.0_w3_s18.0_t20.0_htf30,fade,8.0,3,18.0,20.0,30,3975,57.6,46.1,-184.2,-3.2,12754.0,-8.47
FADE_i8.0_w3_s18.0_t20.0_htf60,fade,8.0,3,18.0,20.0,60,4242,61.5,47.6,-125.3,-2.04,8725.0,-6.89
FADE_i8.0_w3_s18.0_t35.0_htf0,fade,8.0,3,18.0,35.0,0,6669,96.7,42.4,-218.5,-2.26,15343.0,-8.08
FADE_i8.0_w3_s18.0_t35.0_htf30,fade,8.0,3,18.0,35.0,30,3699,53.6,41.2,-157.5,-2.94,11079.0,-6.66
FADE_i8.0_w3_s18.0_t35.0_htf60,fade,8.0,3,18.0,35.0,60,3956,57.3,42.6,-96.8,-1.69,6791.0,-4.76
FADE_i8.0_w3_s18.0_t50.0_htf0,fade,8.0,3,18.0,50.0,0,6254,90.6,41.1,-222.2,-2.45,15856.0,-6.92
FADE_i8.0_w3_s18.0_t50.0_htf30,fade,8.0,3,18.0,50.0,30,3581,51.9,39.7,-161.6,-3.11,11657.0,-6.32
FADE_i8.0_w3_s18.0_t50.0_htf60,fade,8.0,3,18.0,50.0,60,3830,55.5,41.2,-103.2,-1.86,7434.0,-5.14
FADE_i8.0_w3_s25.0_t12.0_htf0,fade,8.0,3,25.0,12.0,0,8253,119.6,60.1,-267.5,-2.24,18468.0,-10.2
FADE_i8.0_w3_s25.0_t12.0_htf30,fade,8.0,3,25.0,12.0,30,4043,58.6,59.2,-151.9,-2.59,10508.0,-7.61
FADE_i8.0_w3_s25.0_t12.0_htf60,fade,8.0,3,25.0,12.0,60,4276,62.0,60.1,-115.7,-1.87,8133.0,-7.25
FADE_i8.0_w3_s25.0_t20.0_htf0,fade,8.0,3,25.0,20.0,0,6947,100.7,51.5,-234.5,-2.33,16311.0,-8.04
FADE_i8.0_w3_s25.0_t20.0_htf30,fade,8.0,3,25.0,20.0,30,3705,53.7,50.4,-170.6,-3.18,11813.0,-7.3
FADE_i8.0_w3_s25.0_t20.0_htf60,fade,8.0,3,25.0,20.0,60,3932,57.0,51.5,-115.0,-2.02,8653.0,-6.42
FADE_i8.0_w3_s25.0_t35.0_htf0,fade,8.0,3,25.0,35.0,0,6014,87.2,46.5,-186.5,-2.14,13375.0,-7.22
FADE_i8.0_w3_s25.0_t35.0_htf30,fade,8.0,3,25.0,35.0,30,3433,49.8,45.6,-134.1,-2.7,9384.0,-5.29
FADE_i8.0_w3_s25.0_t35.0_htf60,fade,8.0,3,25.0,35.0,60,3654,53.0,46.7,-83.3,-1.57,7198.0,-4.12
FADE_i8.0_w3_s25.0_t50.0_htf0,fade,8.0,3,25.0,50.0,0,5681,82.3,45.3,-187.4,-2.28,13965.0,-6.17
FADE_i8.0_w3_s25.0_t50.0_htf30,fade,8.0,3,25.0,50.0,30,3312,48.0,44.2,-137.9,-2.87,10070.0,-5.0
FADE_i8.0_w3_s25.0_t50.0_htf60,fade,8.0,3,25.0,50.0,60,3541,51.3,45.2,-90.0,-1.75,6510.0,-4.39
MOM_i8.0_w3_s8.0_t12.0_htf0,momentum,8.0,3,8.0,12.0,0,11852,171.8,37.2,-649.1,-3.78,44926.0,-20.4
MOM_i8.0_w3_s8.0_t12.0_htf30,momentum,8.0,3,8.0,12.0,30,8488,123.0,37.4,-458.0,-3.72,31707.0,-19.78
MOM_i8.0_w3_s8.0_t12.0_htf60,momentum,8.0,3,8.0,12.0,60,7973,115.6,37.2,-442.7,-3.83,30577.0,-20.24
MOM_i8.0_w3_s8.0_t20.0_htf0,momentum,8.0,3,8.0,20.0,0,10369,150.3,29.6,-592.1,-3.94,41053.0,-18.82
MOM_i8.0_w3_s8.0_t20.0_htf30,momentum,8.0,3,8.0,20.0,30,7587,110.0,29.9,-415.0,-3.77,29198.0,-18.23
MOM_i8.0_w3_s8.0_t20.0_htf60,momentum,8.0,3,8.0,20.0,60,7126,103.3,30.0,-395.6,-3.83,27405.0,-17.78
MOM_i8.0_w3_s8.0_t35.0_htf0,momentum,8.0,3,8.0,35.0,0,9074,131.5,25.8,-503.2,-3.83,35706.0,-15.5
MOM_i8.0_w3_s8.0_t35.0_htf30,momentum,8.0,3,8.0,35.0,30,6801,98.6,25.6,-397.9,-4.04,28130.0,-15.49
MOM_i8.0_w3_s8.0_t35.0_htf60,momentum,8.0,3,8.0,35.0,60,6379,92.4,26.4,-325.3,-3.52,22947.0,-14.54
MOM_i8.0_w3_s8.0_t50.0_htf0,momentum,8.0,3,8.0,50.0,0,8582,124.4,25.0,-466.0,-3.75,33670.0,-13.93
MOM_i8.0_w3_s8.0_t50.0_htf30,momentum,8.0,3,8.0,50.0,30,6518,94.5,24.7,-377.7,-4.0,27405.0,-14.27
MOM_i8.0_w3_s8.0_t50.0_htf60,momentum,8.0,3,8.0,50.0,60,6105,88.5,25.5,-310.9,-3.51,22181.0,-13.75
MOM_i8.0_w3_s12.0_t12.0_htf0,momentum,8.0,3,12.0,12.0,0,10526,152.6,46.3,-558.3,-3.66,38594.0,-17.11
MOM_i8.0_w3_s12.0_t12.0_htf30,momentum,8.0,3,12.0,12.0,30,7817,113.3,46.1,-425.8,-3.76,29455.0,-18.63
MOM_i8.0_w3_s12.0_t12.0_htf60,momentum,8.0,3,12.0,12.0,60,7365,106.7,46.4,-384.8,-3.61,26524.0,-18.66
MOM_i8.0_w3_s12.0_t20.0_htf0,momentum,8.0,3,12.0,20.0,0,9028,130.8,37.5,-518.6,-3.96,36143.0,-16.07
MOM_i8.0_w3_s12.0_t20.0_htf30,momentum,8.0,3,12.0,20.0,30,6858,99.4,38.3,-363.7,-3.66,25385.0,-15.17
