name,imp,W,pull,stop,tgt,htf,n,tr_day,wr,to%,net,per_day,per_trade,maxDD,worst_month,months
i5.0_w3_p0.382_s10.0_t40.0_htf30,5.0,3,0.382,10.0,40.0,30,5528,80.1,31.6,30.1,-18150.0,-263.0,-3.28,19250.0,-307.0,"{'2025-12': -307.0, '2026-01': -249.0, '2026-02': -244.0}"
i5.0_w3_p0.382_s10.0_t40.0_htf60,5.0,3,0.382,10.0,40.0,60,5878,85.2,32.1,30.8,-18051.0,-261.6,-3.07,18673.0,-385.0,"{'2025-12': -385.0, '2026-01': -246.0, '2026-02': -181.0}"
i5.0_w3_p0.382_s10.0_t60.0_htf0,5.0,3,0.382,10.0,60.0,0,8384,121.5,33.9,36.5,771.0,11.2,0.09,7319.0,-85.0,"{'2025-12': 29.0, '2026-01': -85.0, '2026-02': 101.0}"
i5.0_w3_p0.382_s10.0_t60.0_htf30,5.0,3,0.382,10.0,60.0,30,5452,79.0,30.3,33.9,-19130.0,-277.3,-3.51,20280.0,-307.0,"{'2025-12': -307.0, '2026-01': -288.0, '2026-02': -242.0}"
i5.0_w3_p0.382_s10.0_t60.0_htf60,5.0,3,0.382,10.0,60.0,60,5805,84.1,30.6,34.7,-19032.0,-275.8,-3.28,19987.0,-376.0,"{'2025-12': -376.0, '2026-01': -248.0, '2026-02': -227.0}"
i5.0_w3_p0.382_s14.0_t24.0_htf0,5.0,3,0.382,14.0,24.0,0,9023,130.8,41.6,27.8,-21393.0,-310.0,-2.37,22808.0,-380.0,"{'2025-12': -242.0, '2026-01': -380.0, '2026-02': -288.0}"
i5.0_w3_p0.382_s14.0_t24.0_htf30,5.0,3,0.382,14.0,24.0,30,5390,78.1,41.2,29.9,-16581.0,-240.3,-3.08,17189.0,-280.0,"{'2025-12': -251.0, '2026-01': -280.0, '2026-02': -189.0}"
i5.0_w3_p0.382_s14.0_t24.0_htf60,5.0,3,0.382,14.0,24.0,60,5741,83.2,42.0,30.0,-13858.0,-200.8,-2.41,14122.0,-288.0,"{'2025-12': -288.0, '2026-01': -263.0, '2026-02': -64.0}"
i5.0_w3_p0.382_s14.0_t40.0_htf0,5.0,3,0.382,14.0,40.0,0,8356,121.1,38.4,37.9,-12947.0,-187.6,-1.55,15355.0,-201.0,"{'2025-12': -169.0, '2026-01': -189.0, '2026-02': -201.0}"
i5.0_w3_p0.382_s14.0_t40.0_htf30,5.0,3,0.382,14.0,40.0,30,5180,75.1,36.6,39.2,-19497.0,-282.6,-3.76,20333.0,-299.0,"{'2025-12': -280.0, '2026-01': -299.0, '2026-02': -267.0}"
i5.0_w3_p0.382_s14.0_t40.0_htf60,5.0,3,0.382,14.0,40.0,60,5516,79.9,37.3,40.0,-17782.0,-257.7,-3.22,18297.0,-363.0,"{'2025-12': -363.0, '2026-01': -269.0, '2026-02': -162.0}"
i5.0_w3_p0.382_s14.0_t60.0_htf0,5.0,3,0.382,14.0,60.0,0,7886,114.3,37.7,44.8,-5420.0,-78.6,-0.69,9509.0,-165.0,"{'2025-12': -71.0, '2026-01': -165.0, '2026-02': 9.0}"
i5.0_w3_p0.382_s14.0_t60.0_htf30,5.0,3,0.382,14.0,60.0,30,5091,73.8,35.1,43.8,-21133.0,-306.3,-4.15,22155.0,-334.0,"{'2025-12': -294.0, '2026-01': -334.0, '2026-02': -286.0}"
i5.0_w3_p0.382_s14.0_t60.0_htf60,5.0,3,0.382,14.0,60.0,60,5429,78.7,35.5,44.6,-19929.0,-288.8,-3.67,20706.0,-396.0,"{'2025-12': -396.0, '2026-01': -274.0, '2026-02': -220.0}"
i5.0_w3_p0.5_s5.0_t24.0_htf0,5.0,3,0.5,5.0,24.0,0,9391,136.1,26.6,11.8,-13732.0,-199.0,-1.46,16598.0,-261.0,"{'2025-12': -158.0, '2026-01': -261.0, '2026-02': -164.0}"
i5.0_w3_p0.5_s5.0_t24.0_htf30,5.0,3,0.5,5.0,24.0,30,5608,81.3,23.6,11.1,-17368.0,-251.7,-3.1,18211.0,-302.0,"{'2025-12': -212.0, '2026-01': -302.0, '2026-02': -229.0}"
i5.0_w3_p0.5_s5.0_t24.0_htf60,5.0,3,0.5,5.0,24.0,60,5910,85.7,24.2,11.4,-16392.0,-237.6,-2.77,17369.0,-259.0,"{'2025-12': -209.0, '2026-01': -259.0, '2026-02': -237.0}"
i5.0_w3_p0.5_s5.0_t40.0_htf0,5.0,3,0.5,5.0,40.0,0,8996,130.4,24.1,17.8,-6555.0,-95.0,-0.73,10738.0,-151.0,"{'2025-12': -47.0, '2026-01': -151.0, '2026-02': -72.0}"
i5.0_w3_p0.5_s5.0_t40.0_htf30,5.0,3,0.5,5.0,40.0,30,5498,79.7,20.4,16.0,-19046.0,-276.0,-3.46,19871.0,-298.0,"{'2025-12': -271.0, '2026-01': -298.0, '2026-02': -256.0}"
i5.0_w3_p0.5_s5.0_t40.0_htf60,5.0,3,0.5,5.0,40.0,60,5800,84.1,20.9,16.6,-17508.0,-253.7,-3.02,18358.0,-289.0,"{'2025-12': -289.0, '2026-01': -249.0, '2026-02': -231.0}"
i5.0_w3_p0.5_s5.0_t60.0_htf0,5.0,3,0.5,5.0,60.0,0,8738,126.6,23.6,21.7,-1527.0,-22.1,-0.17,7440.0,-80.0,"{'2025-12': 77.0, '2026-01': -80.0, '2026-02': -38.0}"
i5.0_w3_p0.5_s5.0_t60.0_htf30,5.0,3,0.5,5.0,60.0,30,5459,79.1,19.6,18.5,-18634.0,-270.1,-3.41,19846.0,-306.0,"{'2025-12': -257.0, '2026-01': -306.0, '2026-02': -242.0}"
i5.0_w3_p0.5_s5.0_t60.0_htf60,5.0,3,0.5,5.0,60.0,60,5762,83.5,19.9,19.2,-18085.0,-262.1,-3.14,19402.0,-288.0,"{'2025-12': -288.0, '2026-01': -233.0, '2026-02': -274.0}"
i5.0_w3_p0.5_s8.0_t24.0_htf0,5.0,3,0.5,8.0,24.0,0,8984,130.2,33.9,17.9,-13869.0,-201.0,-1.54,15978.0,-224.0,"{'2025-12': -202.0, '2026-01': -224.0, '2026-02': -175.0}"
i5.0_w3_p0.5_s8.0_t24.0_htf30,5.0,3,0.5,8.0,24.0,30,5372,77.9,31.7,18.5,-16435.0,-238.2,-3.06,17429.0,-268.0,"{'2025-12': -226.0, '2026-01': -268.0, '2026-02': -216.0}"
i5.0_w3_p0.5_s8.0_t24.0_htf60,5.0,3,0.5,8.0,24.0,60,5662,82.1,32.1,18.3,-15788.0,-228.8,-2.79,16763.0,-249.0,"{'2025-12': -249.0, '2026-01': -238.0, '2026-02': -203.0}"
i5.0_w3_p0.5_s8.0_t40.0_htf0,5.0,3,0.5,8.0,40.0,0,8496,123.1,31.3,25.9,-5822.0,-84.4,-0.69,10001.0,-120.0,"{'2025-12': -65.0, '2026-01': -120.0, '2026-02': -62.0}"
i5.0_w3_p0.5_s8.0_t40.0_htf30,5.0,3,0.5,8.0,40.0,30,5230,75.8,27.9,25.3,-18860.0,-273.3,-3.61,19888.0,-283.0,"{'2025-12': -281.0, '2026-01': -283.0, '2026-02': -257.0}"
i5.0_w3_p0.5_s8.0_t40.0_htf60,5.0,3,0.5,8.0,40.0,60,5514,79.9,28.2,25.5,-18435.0,-267.2,-3.34,19385.0,-329.0,"{'2025-12': -329.0, '2026-01': -263.0, '2026-02': -222.0}"
i5.0_w3_p0.5_s8.0_t60.0_htf0,5.0,3,0.5,8.0,60.0,0,8175,118.5,30.7,31.1,-498.0,-7.2,-0.06,6786.0,-68.0,"{'2025-12': 64.0, '2026-01': -68.0, '2026-02': 2.0}"
i5.0_w3_p0.5_s8.0_t60.0_htf30,5.0,3,0.5,8.0,60.0,30,5181,75.1,26.7,28.5,-19638.0,-284.6,-3.79,21117.0,-294.0,"{'2025-12': -267.0, '2026-01': -294.0, '2026-02': -288.0}"
i5.0_w3_p0.5_s8.0_t60.0_htf60,5.0,3,0.5,8.0,60.0,60,5464,79.2,26.9,28.8,-18937.0,-274.4,-3.47,20269.0,-319.0,"{'2025-12': -319.0, '2026-01': -248.0, '2026-02': -267.0}"
i5.0_w3_p0.5_s10.0_t24.0_htf0,5.0,3,0.5,10.0,24.0,0,8761,127.0,36.9,21.7,-16872.0,-244.5,-1.93,19088.0,-269.0,"{'2025-12': -221.0, '2026-01': -239.0, '2026-02': -269.0}"
i5.0_w3_p0.5_s10.0_t24.0_htf30,5.0,3,0.5,10.0,24.0,30,5206,75.4,35.5,23.0,-16580.0,-240.3,-3.18,18003.0,-266.0,"{'2025-12': -214.0, '2026-01': -266.0, '2026-02': -233.0}"
i5.0_w3_p0.5_s10.0_t24.0_htf60,5.0,3,0.5,10.0,24.0,60,5478,79.4,36.0,23.0,-15111.0,-219.0,-2.76,16141.0,-272.0,"{'2025-12': -272.0, '2026-01': -207.0, '2026-02': -191.0}"
i5.0_w3_p0.5_s10.0_t40.0_htf0,5.0,3,0.5,10.0,40.0,0,8209,119.0,33.8,30.6,-10280.0,-149.0,-1.25,14313.0,-172.0,"{'2025-12': -110.0, '2026-01': -157.0, '2026-02': -172.0}"
i5.0_w3_p0.5_s10.0_t40.0_htf30,5.0,3,0.5,10.0,40.0,30,5051,73.2,31.5,30.5,-18651.0,-270.3,-3.69,20331.0,-277.0,"{'2025-12': -263.0, '2026-01': -270.0, '2026-02': -277.0}"
i5.0_w3_p0.5_s10.0_t40.0_htf60,5.0,3,0.5,10.0,40.0,60,5312,77.0,31.7,30.9,-18071.0,-261.9,-3.4,19244.0,-348.0,"{'2025-12': -348.0, '2026-01': -239.0, '2026-02': -218.0}"
i5.0_w3_p0.5_s10.0_t60.0_htf0,5.0,3,0.5,10.0,60.0,0,7882,114.2,33.1,36.1,-5540.0,-80.3,-0.7,10831.0,-143.0,"{'2025-12': 5.0, '2026-01': -85.0, '2026-02': -143.0}"
i5.0_w3_p0.5_s10.0_t60.0_htf30,5.0,3,0.5,10.0,60.0,30,4998,72.4,30.1,34.1,-19627.0,-284.4,-3.93,21665.0,-317.0,"{'2025-12': -254.0, '2026-01': -277.0, '2026-02': -317.0}"
i5.0_w3_p0.5_s10.0_t60.0_htf60,5.0,3,0.5,10.0,60.0,60,5260,76.2,30.4,34.7,-18236.0,-264.3,-3.47,19884.0,-336.0,"{'2025-12': -336.0, '2026-01': -221.0, '2026-02': -254.0}"
i5.0_w3_p0.5_s14.0_t24.0_htf0,5.0,3,0.5,14.0,24.0,0,8359,121.1,41.4,28.0,-22273.0,-322.8,-2.66,23982.0,-406.0,"{'2025-12': -260.0, '2026-01': -292.0, '2026-02': -406.0}"
i5.0_w3_p0.5_s14.0_t24.0_htf30,5.0,3,0.5,14.0,24.0,30,4973,72.1,41.0,30.7,-15819.0,-229.3,-3.18,17197.0,-287.0,"{'2025-12': -194.0, '2026-01': -287.0, '2026-02': -194.0}"
i5.0_w3_p0.5_s14.0_t24.0_htf60,5.0,3,0.5,14.0,24.0,60,5230,75.8,41.6,30.7,-13495.0,-195.6,-2.58,14868.0,-291.0,"{'2025-12': -291.0, '2026-01': -183.0, '2026-02': -133.0}"
i5.0_w3_p0.5_s14.0_t40.0_htf0,5.0,3,0.5,14.0,40.0,0,7775,112.7,38.5,38.7,-12384.0,-179.5,-1.59,16299.0,-261.0,"{'2025-12': -99.0, '2026-01': -163.0, '2026-02': -261.0}"
i5.0_w3_p0.5_s14.0_t40.0_htf30,5.0,3,0.5,14.0,40.0,30,4774,69.2,36.6,39.9,-19045.0,-276.0,-3.99,20704.0,-292.0,"{'2025-12': -237.0, '2026-01': -292.0, '2026-02': -290.0}"
i5.0_w3_p0.5_s14.0_t40.0_htf60,5.0,3,0.5,14.0,40.0,60,5028,72.9,36.8,40.5,-17817.0,-258.2,-3.54,19263.0,-364.0,"{'2025-12': -364.0, '2026-01': -239.0, '2026-02': -195.0}"
i5.0_w3_p0.5_s14.0_t60.0_htf0,5.0,3,0.5,14.0,60.0,0,7404,107.3,37.5,45.2,-7038.0,-102.0,-0.95,12035.0,-138.0,"{'2025-12': -31.0, '2026-01': -121.0, '2026-02': -138.0}"
i5.0_w3_p0.5_s14.0_t60.0_htf30,5.0,3,0.5,14.0,60.0,30,4709,68.2,35.1,44.4,-20320.0,-294.5,-4.32,22388.0,-327.0,"{'2025-12': -230.0, '2026-01': -312.0, '2026-02': -327.0}"
i5.0_w3_p0.5_s14.0_t60.0_htf60,5.0,3,0.5,14.0,60.0,60,4957,71.8,35.2,45.1,-18415.0,-266.9,-3.71,20354.0,-345.0,"{'2025-12': -345.0, '2026-01': -213.0, '2026-02': -264.0}"
i5.0_w3_p0.618_s5.0_t24.0_htf0,5.0,3,0.618,5.0,24.0,0,8658,125.5,25.5,11.6,-17469.0,-253.2,-2.02,19878.0,-305.0,"{'2025-12': -213.0, '2026-01': -305.0, '2026-02': -229.0}"
i5.0_w3_p0.618_s5.0_t24.0_htf30,5.0,3,0.618,5.0,24.0,30,4938,71.6,22.2,11.1,-19236.0,-278.8,-3.9,20077.0,-293.0,"{'2025-12': -249.0, '2026-01': -293.0, '2026-02': -287.0}"
i5.0_w3_p0.618_s5.0_t24.0_htf60,5.0,3,0.618,5.0,24.0,60,5239,75.9,23.6,11.2,-16185.0,-234.6,-3.09,17080.0,-260.0,"{'2025-12': -204.0, '2026-01': -260.0, '2026-02': -232.0}"
i5.0_w3_p0.618_s5.0_t40.0_htf0,5.0,3,0.618,5.0,40.0,0,8343,120.9,22.6,17.1,-14219.0,-206.1,-1.7,17682.0,-266.0,"{'2025-12': -110.0, '2026-01': -266.0, '2026-02': -217.0}"
i5.0_w3_p0.618_s5.0_t40.0_htf30,5.0,3,0.618,5.0,40.0,30,4843,70.2,18.9,15.5,-21387.0,-310.0,-4.42,22110.0,-368.0,"{'2025-12': -283.0, '2026-01': -277.0, '2026-02': -368.0}"
i5.0_w3_p0.618_s5.0_t40.0_htf60,5.0,3,0.618,5.0,40.0,60,5137,74.4,20.3,16.3,-18093.0,-262.2,-3.52,19044.0,-313.0,"{'2025-12': -259.0, '2026-01': -218.0, '2026-02': -313.0}"
i5.0_w3_p0.618_s5.0_t60.0_htf0,5.0,3,0.618,5.0,60.0,0,8158,118.2,21.9,20.5,-11806.0,-171.1,-1.45,16875.0,-246.0,"{'2025-12': -3.0, '2026-01': -246.0, '2026-02': -222.0}"
i5.0_w3_p0.618_s5.0_t60.0_htf30,5.0,3,0.618,5.0,60.0,30,4823,69.9,18.2,17.6,-20369.0,-295.2,-4.22,21354.0,-358.0,"{'2025-12': -244.0, '2026-01': -275.0, '2026-02': -358.0}"
i5.0_w3_p0.618_s5.0_t60.0_htf60,5.0,3,0.618,5.0,60.0,60,5104,74.0,19.5,18.6,-17551.0,-254.4,-3.44,18826.0,-310.0,"{'2025-12': -245.0, '2026-01': -210.0, '2026-02': -310.0}"
i5.0_w3_p0.618_s8.0_t24.0_htf0,5.0,3,0.618,8.0,24.0,0,8210,119.0,33.4,18.0,-16327.0,-236.6,-1.99,18407.0,-264.0,"{'2025-12': -223.0, '2026-01': -222.0, '2026-02': -264.0}"
i5.0_w3_p0.618_s8.0_t24.0_htf30,5.0,3,0.618,8.0,24.0,30,4722,68.4,30.7,18.0,-16841.0,-244.1,-3.57,17854.0,-269.0,"{'2025-12': -208.0, '2026-01': -269.0, '2026-02': -246.0}"
i5.0_w3_p0.618_s8.0_t24.0_htf60,5.0,3,0.618,8.0,24.0,60,5003,72.5,31.7,18.2,-15097.0,-218.8,-3.02,15678.0,-234.0,"{'2025-12': -218.0, '2026-01': -234.0, '2026-02': -203.0}"
i5.0_w3_p0.618_s8.0_t40.0_htf0,5.0,3,0.618,8.0,40.0,0,7791,112.9,30.7,26.0,-9151.0,-132.6,-1.17,12917.0,-182.0,"{'2025-12': -65.0, '2026-01': -182.0, '2026-02': -133.0}"
i5.0_w3_p0.618_s8.0_t40.0_htf30,5.0,3,0.618,8.0,40.0,30,4610,66.8,26.9,24.8,-19200.0,-278.3,-4.16,20200.0,-325.0,"{'2025-12': -238.0, '2026-01': -265.0, '2026-02': -325.0}"
i5.0_w3_p0.618_s8.0_t40.0_htf60,5.0,3,0.618,8.0,40.0,60,4887,70.8,28.1,25.4,-17148.0,-248.5,-3.51,17732.0,-291.0,"{'2025-12': -268.0, '2026-01': -196.0, '2026-02': -291.0}"
i5.0_w3_p0.618_s8.0_t60.0_htf0,5.0,3,0.618,8.0,60.0,0,7561,109.6,29.8,30.5,-7168.0,-103.9,-0.95,11739.0,-160.0,"{'2025-12': -2.0, '2026-01': -160.0, '2026-02': -125.0}"
i5.0_w3_p0.618_s8.0_t60.0_htf30,5.0,3,0.618,8.0,60.0,30,4560,66.1,26.0,28.0,-19002.0,-275.4,-4.17,20121.0,-347.0,"{'2025-12': -224.0, '2026-01': -246.0, '2026-02': -347.0}"
i5.0_w3_p0.618_s8.0_t60.0_htf60,5.0,3,0.618,8.0,60.0,60,4830,70.0,26.9,28.7,-17682.0,-256.3,-3.66,18590.0,-315.0,"{'2025-12': -279.0, '2026-01': -185.0, '2026-02': -315.0}"
i5.0_w3_p0.618_s10.0_t24.0_htf0,5.0,3,0.618,10.0,24.0,0,7959,115.3,37.3,21.7,-15015.0,-217.6,-1.89,16715.0,-264.0,"{'2025-12': -264.0, '2026-01': -148.0, '2026-02': -256.0}"
i5.0_w3_p0.618_s10.0_t24.0_htf30,5.0,3,0.618,10.0,24.0,30,4596,66.6,34.8,22.1,-16210.0,-234.9,-3.53,17259.0,-237.0,"{'2025-12': -231.0, '2026-01': -237.0, '2026-02': -236.0}"
i5.0_w3_p0.618_s10.0_t24.0_htf60,5.0,3,0.618,10.0,24.0,60,4875,70.7,35.8,22.8,-13843.0,-200.6,-2.84,14429.0,-240.0,"{'2025-12': -240.0, '2026-01': -180.0, '2026-02': -191.0}"
i5.0_w3_p0.618_s10.0_t40.0_htf0,5.0,3,0.618,10.0,40.0,0,7498,108.7,34.1,31.0,-9089.0,-131.7,-1.21,12621.0,-192.0,"{'2025-12': -83.0, '2026-01': -111.0, '2026-02': -192.0}"
i5.0_w3_p0.618_s10.0_t40.0_htf30,5.0,3,0.618,10.0,40.0,30,4469,64.8,30.7,29.9,-18857.0,-273.3,-4.22,19966.0,-333.0,"{'2025-12': -253.0, '2026-01': -233.0, '2026-02': -333.0}"
i5.0_w3_p0.618_s10.0_t40.0_htf60,5.0,3,0.618,10.0,40.0,60,4740,68.7,31.9,31.1,-16263.0,-235.7,-3.43,16964.0,-295.0,"{'2025-12': -292.0, '2026-01': -140.0, '2026-02': -295.0}"
i5.0_w3_p0.618_s10.0_t60.0_htf0,5.0,3,0.618,10.0,60.0,0,7235,104.9,33.6,36.5,-5267.0,-76.3,-0.73,9574.0,-158.0,"{'2025-12': -2.0, '2026-01': -56.0, '2026-02': -158.0}"
i5.0_w3_p0.618_s10.0_t60.0_htf30,5.0,3,0.618,10.0,60.0,30,4418,64.0,29.7,33.7,-19006.0,-275.5,-4.3,20264.0,-354.0,"{'2025-12': -245.0, '2026-01': -225.0, '2026-02': -354.0}"
i5.0_w3_p0.618_s10.0_t60.0_htf60,5.0,3,0.618,10.0,60.0,60,4682,67.9,30.8,35.0,-15910.0,-230.6,-3.4,17031.0,-306.0,"{'2025-12': -283.0, '2026-01': -122.0, '2026-02': -306.0}"
i5.0_w3_p0.618_s14.0_t24.0_htf0,5.0,3,0.618,14.0,24.0,0,7565,109.6,43.4,28.8,-9279.0,-134.5,-1.23,11816.0,-161.0,"{'2025-12': -161.0, '2026-01': -91.0, '2026-02': -161.0}"
i5.0_w3_p0.618_s14.0_t24.0_htf30,5.0,3,0.618,14.0,24.0,30,4370,63.3,41.0,30.0,-14536.0,-210.7,-3.33,15630.0,-215.0,"{'2025-12': -205.0, '2026-01': -215.0, '2026-02': -211.0}"
i5.0_w3_p0.618_s14.0_t24.0_htf60,5.0,3,0.618,14.0,24.0,60,4642,67.3,41.3,30.4,-13429.0,-194.6,-2.89,14114.0,-240.0,"{'2025-12': -240.0, '2026-01': -190.0, '2026-02': -164.0}"
i5.0_w3_p0.618_s14.0_t40.0_htf0,5.0,3,0.618,14.0,40.0,0,7021,101.8,39.2,40.0,-6662.0,-96.5,-0.95,11505.0,-181.0,"{'2025-12': 45.0, '2026-01': -122.0, '2026-02': -181.0}"
i5.0_w3_p0.618_s14.0_t40.0_htf30,5.0,3,0.618,14.0,40.0,30,4220,61.2,36.9,39.8,-16508.0,-239.2,-3.91,17993.0,-304.0,"{'2025-12': -201.0, '2026-01': -208.0, '2026-02': -304.0}"
i5.0_w3_p0.618_s14.0_t40.0_htf60,5.0,3,0.618,14.0,40.0,60,4485,65.0,37.0,40.7,-16055.0,-232.7,-3.58,17012.0,-279.0,"{'2025-12': -279.0, '2026-01': -159.0, '2026-02': -276.0}"
i5.0_w3_p0.618_s14.0_t60.0_htf0,5.0,3,0.618,14.0,60.0,0,6764,98.0,37.9,45.9,-6272.0,-90.9,-0.93,11859.0,-182.0,"{'2025-12': 42.0, '2026-01': -103.0, '2026-02': -182.0}"
i5.0_w3_p0.618_s14.0_t60.0_htf30,5.0,3,0.618,14.0,60.0,30,4168,60.4,35.5,44.3,-17210.0,-249.4,-4.13,18890.0,-349.0,"{'2025-12': -201.0, '2026-01': -193.0, '2026-02': -349.0}"
i5.0_w3_p0.618_s14.0_t60.0_htf60,5.0,3,0.618,14.0,60.0,60,4428,64.2,35.6,45.0,-16809.0,-243.6,-3.8,18129.0,-319.0,"{'2025-12': -287.0, '2026-01': -142.0, '2026-02': -319.0}"
i5.0_w4_p0.118_s5.0_t24.0_htf0,5.0,4,0.118,5.0,24.0,0,11016,159.7,33.5,13.0,26935.0,390.4,2.45,2699.0,110.0,"{'2025-12': 362.0, '2026-01': 110.0, '2026-02': 717.0}"
i5.0_w4_p0.118_s5.0_t24.0_htf30,5.0,4,0.118,5.0,24.0,30,6906,100.1,32.5,14.0,10531.0,152.6,1.52,4010.0,-20.0,"{'2025-12': -20.0, '2026-01': 6.0, '2026-02': 449.0}"
i5.0_w4_p0.118_s5.0_t24.0_htf60,5.0,4,0.118,5.0,24.0,60,7362,106.7,32.7,13.8,12001.0,173.9,1.63,3754.0,-15.0,"{'2025-12': -2.0, '2026-01': -15.0, '2026-02': 518.0}"
i5.0_w4_p0.118_s5.0_t40.0_htf0,5.0,4,0.118,5.0,40.0,0,10461,151.6,29.4,20.1,31320.0,453.9,2.99,2202.0,207.0,"{'2025-12': 432.0, '2026-01': 207.0, '2026-02': 739.0}"
i5.0_w4_p0.118_s5.0_t40.0_htf30,5.0,4,0.118,5.0,40.0,30,6719,97.4,27.6,20.6,7056.0,102.3,1.05,4990.0,-52.0,"{'2025-12': -52.0, '2026-01': -16.0, '2026-02': 353.0}"
i5.0_w4_p0.118_s5.0_t40.0_htf60,5.0,4,0.118,5.0,40.0,60,7171,103.9,27.5,20.4,7476.0,108.3,1.04,5925.0,-71.0,"{'2025-12': -71.0, '2026-01': -54.0, '2026-02': 427.0}"
i5.0_w4_p0.118_s5.0_t60.0_htf0,5.0,4,0.118,5.0,60.0,0,10038,145.5,28.6,25.2,34850.0,505.1,3.47,2168.0,203.0,"{'2025-12': 514.0, '2026-01': 203.0, '2026-02': 825.0}"
i5.0_w4_p0.118_s5.0_t60.0_htf30,5.0,4,0.118,5.0,60.0,30,6643,96.3,26.1,24.2,5758.0,83.4,0.87,5856.0,-61.0,"{'2025-12': -61.0, '2026-01': -45.0, '2026-02': 337.0}"
i5.0_w4_p0.118_s5.0_t60.0_htf60,5.0,4,0.118,5.0,60.0,60,7084,102.7,26.0,24.0,5848.0,84.8,0.83,5907.0,-78.0,"{'2025-12': -78.0, '2026-01': -54.0, '2026-02': 363.0}"
i5.0_w4_p0.118_s8.0_t24.0_htf0,5.0,4,0.118,8.0,24.0,0,10676,154.7,38.0,17.6,13045.0,189.1,1.22,4699.0,-6.0,"{'2025-12': 55.0, '2026-01': -6.0, '2026-02': 507.0}"
i5.0_w4_p0.118_s8.0_t24.0_htf30,5.0,4,0.118,8.0,24.0,30,6572,95.2,38.4,19.5,7037.0,102.0,1.07,5412.0,-76.0,"{'2025-12': -76.0, '2026-01': -36.0, '2026-02': 392.0}"
i5.0_w4_p0.118_s8.0_t24.0_htf60,5.0,4,0.118,8.0,24.0,60,7010,101.6,38.6,19.3,8441.0,122.3,1.2,6110.0,-90.0,"{'2025-12': -90.0, '2026-01': -53.0, '2026-02': 481.0}"
i5.0_w4_p0.118_s8.0_t40.0_htf0,5.0,4,0.118,8.0,40.0,0,10094,146.3,33.6,25.8,16354.0,237.0,1.62,3564.0,47.0,"{'2025-12': 47.0, '2026-01': 102.0, '2026-02': 533.0}"
i5.0_w4_p0.118_s8.0_t40.0_htf30,5.0,4,0.118,8.0,40.0,30,6336,91.8,33.2,27.8,2075.0,30.1,0.33,7624.0,-121.0,"{'2025-12': -121.0, '2026-01': -93.0, '2026-02': 283.0}"
i5.0_w4_p0.118_s8.0_t40.0_htf60,5.0,4,0.118,8.0,40.0,60,6775,98.2,32.9,27.4,1401.0,20.3,0.21,9117.0,-188.0,"{'2025-12': -188.0, '2026-01': -119.0, '2026-02': 337.0}"
i5.0_w4_p0.118_s8.0_t60.0_htf0,5.0,4,0.118,8.0,60.0,0,9666,140.1,32.4,31.4,20246.0,293.4,2.09,3271.0,49.0,"{'2025-12': 140.0, '2026-01': 49.0, '2026-02': 680.0}"
i5.0_w4_p0.118_s8.0_t60.0_htf30,5.0,4,0.118,8.0,60.0,30,6234,90.3,31.4,31.7,-1230.0,-17.8,-0.2,9444.0,-143.0,"{'2025-12': -143.0, '2026-01': -137.0, '2026-02': 211.0}"
i5.0_w4_p0.118_s8.0_t60.0_htf60,5.0,4,0.118,8.0,60.0,60,6660,96.5,31.1,31.4,-1639.0,-23.7,-0.25,9845.0,-196.0,"{'2025-12': -196.0, '2026-01': -151.0, '2026-02': 250.0}"
i5.0_w4_p0.118_s10.0_t24.0_htf0,5.0,4,0.118,10.0,24.0,0,10452,151.5,41.1,20.9,9748.0,141.3,0.93,4649.0,-55.0,"{'2025-12': 8.0, '2026-01': -55.0, '2026-02': 459.0}"
i5.0_w4_p0.118_s10.0_t24.0_htf30,5.0,4,0.118,10.0,24.0,30,6400,92.8,41.3,23.1,3654.0,53.0,0.57,6543.0,-95.0,"{'2025-12': -95.0, '2026-01': -91.0, '2026-02': 326.0}"
i5.0_w4_p0.118_s10.0_t24.0_htf60,5.0,4,0.118,10.0,24.0,60,6796,98.5,41.7,22.7,7137.0,103.4,1.05,6897.0,-94.0,"{'2025-12': -78.0, '2026-01': -94.0, '2026-02': 461.0}"
i5.0_w4_p0.118_s10.0_t40.0_htf0,5.0,4,0.118,10.0,40.0,0,9850,142.8,36.2,29.6,12308.0,178.4,1.25,3602.0,-29.0,"{'2025-12': -29.0, '2026-01': 75.0, '2026-02': 454.0}"
i5.0_w4_p0.118_s10.0_t40.0_htf30,5.0,4,0.118,10.0,40.0,30,6145,89.1,35.8,32.2,-1754.0,-25.4,-0.29,9017.0,-153.0,"{'2025-12': -153.0, '2026-01': -149.0, '2026-02': 209.0}"
i5.0_w4_p0.118_s10.0_t40.0_htf60,5.0,4,0.118,10.0,40.0,60,6534,94.7,35.4,31.7,-1772.0,-25.7,-0.27,10195.0,-206.0,"{'2025-12': -206.0, '2026-01': -164.0, '2026-02': 267.0}"
i5.0_w4_p0.118_s10.0_t60.0_htf0,5.0,4,0.118,10.0,60.0,0,9409,136.4,34.7,35.5,12520.0,181.4,1.33,5774.0,-52.0,"{'2025-12': 29.0, '2026-01': -52.0, '2026-02': 555.0}"
i5.0_w4_p0.118_s10.0_t60.0_htf30,5.0,4,0.118,10.0,60.0,30,6024,87.3,33.8,36.5,-6180.0,-89.6,-1.03,10917.0,-197.0,"{'2025-12': -178.0, '2026-01': -197.0, '2026-02': 97.0}"
