name,imp,W,pull,stop,tgt,htf,n,tr_day,per_day,maxDD,sharpe,worst_block,trend_pd,chop_pd,blocks
i3.0_w3_p0.382_s8.0_t44.0_htf0,3.0,3,0.382,8.0,44.0,0,9632,139.6,3.7,8769.0,0.09,-291.4,-202.5,100.2,"[np.float64(301.7), np.float64(-291.4), np.float64(-105.2), np.float64(-131.1), np.float64(368.8), np.float64(-132.5)]"
i3.0_w3_p0.382_s8.0_t44.0_htf20,3.0,3,0.382,8.0,44.0,20,6486,94.0,-296.9,22039.0,-12.47,-443.1,-353.2,-270.5,"[np.float64(-324.2), np.float64(-205.7), np.float64(-283.0), np.float64(-330.0), np.float64(-148.7), np.float64(-443.1)]"
i3.0_w3_p0.382_s8.0_t44.0_htf40,3.0,3,0.382,8.0,44.0,40,7034,101.9,-335.8,24227.0,-13.14,-471.5,-360.3,-324.3,"[np.float64(-471.5), np.float64(-248.4), np.float64(-299.8), np.float64(-376.9), np.float64(-178.5), np.float64(-366.3)]"
i3.0_w3_p0.382_s12.0_t20.0_htf0,3.0,3,0.382,12.0,20.0,0,10137,146.9,-357.2,25522.0,-13.62,-471.6,-526.4,-278.1,"[np.float64(-471.6), np.float64(-321.7), np.float64(-240.0), np.float64(-445.8), np.float64(-213.0), np.float64(-399.3)]"
i3.0_w3_p0.382_s12.0_t20.0_htf20,3.0,3,0.382,12.0,20.0,20,6379,92.4,-219.8,16084.0,-11.07,-305.3,-251.7,-204.8,"[np.float64(-280.6), np.float64(-158.3), np.float64(-230.8), np.float64(-305.3), np.float64(-119.4), np.float64(-181.5)]"
i3.0_w3_p0.382_s12.0_t20.0_htf40,3.0,3,0.382,12.0,20.0,40,6913,100.2,-276.0,19252.0,-12.65,-441.8,-324.8,-253.1,"[np.float64(-441.8), np.float64(-241.3), np.float64(-228.2), np.float64(-351.1), np.float64(-143.3), np.float64(-190.4)]"
i3.0_w3_p0.382_s12.0_t30.0_htf0,3.0,3,0.382,12.0,30.0,0,9605,139.2,-225.9,17327.0,-7.55,-324.7,-415.4,-137.1,"[np.float64(-207.7), np.float64(-324.7), np.float64(-202.8), np.float64(-301.2), np.float64(2.8), np.float64(-290.4)]"
i3.0_w3_p0.382_s12.0_t30.0_htf20,3.0,3,0.382,12.0,30.0,20,6162,89.3,-262.8,19215.0,-11.67,-335.4,-303.2,-243.9,"[np.float64(-335.4), np.float64(-180.6), np.float64(-267.9), np.float64(-326.6), np.float64(-96.3), np.float64(-316.6)]"
i3.0_w3_p0.382_s12.0_t30.0_htf40,3.0,3,0.382,12.0,30.0,40,6684,96.9,-292.4,20671.0,-10.7,-487.3,-358.9,-261.4,"[np.float64(-487.3), np.float64(-265.3), np.float64(-244.0), np.float64(-307.6), np.float64(-59.9), np.float64(-320.8)]"
i3.0_w3_p0.382_s12.0_t44.0_htf0,3.0,3,0.382,12.0,44.0,0,9110,132.0,-135.4,12544.0,-4.05,-307.6,-287.3,-64.2,"[np.float64(38.6), np.float64(-307.6), np.float64(-119.7), np.float64(-293.4), np.float64(104.0), np.float64(-224.7)]"
i3.0_w3_p0.382_s12.0_t44.0_htf20,3.0,3,0.382,12.0,44.0,20,6044,87.6,-288.4,21133.0,-11.44,-377.0,-346.4,-261.3,"[np.float64(-377.0), np.float64(-182.9), np.float64(-275.0), np.float64(-332.8), np.float64(-130.2), np.float64(-372.9)]"
i3.0_w3_p0.382_s12.0_t44.0_htf40,3.0,3,0.382,12.0,44.0,40,6536,94.7,-344.8,24563.0,-12.39,-520.7,-377.6,-329.5,"[np.float64(-520.7), np.float64(-263.4), np.float64(-269.6), np.float64(-340.5), np.float64(-182.5), np.float64(-412.5)]"
i3.0_w3_p0.5_s5.0_t20.0_htf0,3.0,3,0.5,5.0,20.0,0,10375,150.4,-201.2,16726.0,-8.4,-322.6,-291.8,-158.8,"[np.float64(-72.3), np.float64(-191.5), np.float64(-322.6), np.float64(-249.3), np.float64(-124.2), np.float64(-217.8)]"
i3.0_w3_p0.5_s5.0_t20.0_htf20,3.0,3,0.5,5.0,20.0,20,6593,95.6,-275.0,20176.0,-14.42,-372.5,-358.3,-236.1,"[np.float64(-208.3), np.float64(-151.5), np.float64(-271.5), np.float64(-372.5), np.float64(-303.9), np.float64(-292.1)]"
i3.0_w3_p0.5_s5.0_t20.0_htf40,3.0,3,0.5,5.0,20.0,40,7046,102.1,-274.9,19900.0,-14.53,-317.3,-281.7,-271.7,"[np.float64(-294.8), np.float64(-192.3), np.float64(-307.6), np.float64(-317.3), np.float64(-218.8), np.float64(-276.2)]"
i3.0_w3_p0.5_s5.0_t30.0_htf0,3.0,3,0.5,5.0,30.0,0,9979,144.6,-75.4,11097.0,-2.37,-310.5,-261.4,11.7,"[np.float64(169.8), np.float64(-210.7), np.float64(-310.5), np.float64(-86.9), np.float64(111.7), np.float64(-114.1)]"
i3.0_w3_p0.5_s5.0_t30.0_htf20,3.0,3,0.5,5.0,30.0,20,6466,93.7,-278.8,20693.0,-13.56,-344.9,-364.2,-238.8,"[np.float64(-201.9), np.float64(-169.1), np.float64(-281.0), np.float64(-336.5), np.float64(-283.4), np.float64(-344.9)]"
i3.0_w3_p0.5_s5.0_t30.0_htf40,3.0,3,0.5,5.0,30.0,40,6913,100.2,-295.3,21719.0,-13.6,-373.6,-313.4,-286.8,"[np.float64(-373.6), np.float64(-201.6), np.float64(-341.5), np.float64(-326.1), np.float64(-198.4), np.float64(-283.8)]"
i3.0_w3_p0.5_s5.0_t44.0_htf0,3.0,3,0.5,5.0,44.0,0,9686,140.4,7.4,7800.0,0.2,-239.3,-185.2,97.6,"[np.float64(275.4), np.float64(-153.1), np.float64(-239.3), np.float64(44.5), np.float64(189.5), np.float64(-70.5)]"
i3.0_w3_p0.5_s5.0_t44.0_htf20,3.0,3,0.5,5.0,44.0,20,6409,92.9,-287.4,21390.0,-13.15,-387.9,-358.2,-254.2,"[np.float64(-215.8), np.float64(-157.0), np.float64(-249.1), np.float64(-342.3), np.float64(-315.7), np.float64(-387.9)]"
i3.0_w3_p0.5_s5.0_t44.0_htf40,3.0,3,0.5,5.0,44.0,40,6840,99.1,-317.7,23061.0,-14.16,-396.1,-327.6,-313.0,"[np.float64(-396.1), np.float64(-203.4), np.float64(-349.3), np.float64(-348.2), np.float64(-242.0), np.float64(-316.6)]"
i3.0_w3_p0.5_s8.0_t20.0_htf0,3.0,3,0.5,8.0,20.0,0,9973,144.5,-214.4,16705.0,-9.13,-269.6,-247.3,-199.0,"[np.float64(-180.1), np.float64(-218.0), np.float64(-269.6), np.float64(-234.6), np.float64(-104.9), np.float64(-245.2)]"
i3.0_w3_p0.5_s8.0_t20.0_htf20,3.0,3,0.5,8.0,20.0,20,6260,90.7,-263.7,19327.0,-13.32,-406.8,-330.2,-232.6,"[np.float64(-220.7), np.float64(-132.8), np.float64(-246.8), np.float64(-406.8), np.float64(-304.0), np.float64(-228.1)]"
i3.0_w3_p0.5_s8.0_t20.0_htf40,3.0,3,0.5,8.0,20.0,40,6716,97.3,-272.3,19371.0,-14.38,-347.5,-253.7,-280.9,"[np.float64(-314.9), np.float64(-185.0), np.float64(-291.3), np.float64(-347.5), np.float64(-217.9), np.float64(-237.9)]"
i3.0_w3_p0.5_s8.0_t30.0_htf0,3.0,3,0.5,8.0,30.0,0,9535,138.2,-60.9,9550.0,-1.98,-213.3,-187.2,-1.9,"[np.float64(-5.5), np.float64(-213.3), np.float64(-177.6), np.float64(-56.0), np.float64(183.4), np.float64(-86.1)]"
i3.0_w3_p0.5_s8.0_t30.0_htf20,3.0,3,0.5,8.0,30.0,20,6098,88.4,-279.4,20590.0,-12.89,-357.2,-367.1,-238.3,"[np.float64(-226.7), np.float64(-176.1), np.float64(-251.2), np.float64(-357.2), np.float64(-304.1), np.float64(-306.1)]"
i3.0_w3_p0.5_s8.0_t30.0_htf40,3.0,3,0.5,8.0,30.0,40,6542,94.8,-299.2,21716.0,-13.2,-389.2,-309.0,-294.5,"[np.float64(-389.2), np.float64(-216.2), np.float64(-328.6), np.float64(-304.2), np.float64(-237.0), np.float64(-270.4)]"
i3.0_w3_p0.5_s8.0_t44.0_htf0,3.0,3,0.5,8.0,44.0,0,9149,132.6,-17.7,8277.0,-0.47,-223.6,-148.0,43.3,"[np.float64(195.5), np.float64(-223.6), np.float64(-130.6), np.float64(4.7), np.float64(160.4), np.float64(-107.7)]"
i3.0_w3_p0.5_s8.0_t44.0_htf20,3.0,3,0.5,8.0,44.0,20,6006,87.0,-295.3,21802.0,-12.53,-376.1,-368.1,-261.2,"[np.float64(-229.0), np.float64(-171.9), np.float64(-226.5), np.float64(-367.4), np.float64(-376.1), np.float64(-343.1)]"
i3.0_w3_p0.5_s8.0_t44.0_htf40,3.0,3,0.5,8.0,44.0,40,6443,93.4,-350.4,25013.0,-14.12,-426.0,-332.2,-359.0,"[np.float64(-426.0), np.float64(-228.4), np.float64(-355.3), np.float64(-350.9), np.float64(-347.5), np.float64(-336.2)]"
i3.0_w3_p0.5_s12.0_t20.0_htf0,3.0,3,0.5,12.0,20.0,0,9545,138.3,-325.6,24147.0,-13.7,-395.8,-368.6,-305.4,"[np.float64(-313.0), np.float64(-202.0), np.float64(-294.2), np.float64(-344.5), np.float64(-351.2), np.float64(-395.8)]"
i3.0_w3_p0.5_s12.0_t20.0_htf20,3.0,3,0.5,12.0,20.0,20,5921,85.8,-264.5,19375.0,-12.59,-381.0,-312.3,-242.1,"[np.float64(-222.7), np.float64(-130.7), np.float64(-222.7), np.float64(-381.0), np.float64(-361.5), np.float64(-223.0)]"
i3.0_w3_p0.5_s12.0_t20.0_htf40,3.0,3,0.5,12.0,20.0,40,6362,92.2,-282.6,19871.0,-13.37,-386.8,-281.0,-283.4,"[np.float64(-386.8), np.float64(-216.1), np.float64(-237.9), np.float64(-369.9), np.float64(-230.6), np.float64(-214.5)]"
i3.0_w3_p0.5_s12.0_t30.0_htf0,3.0,3,0.5,12.0,30.0,0,9024,130.8,-150.9,14457.0,-4.68,-262.7,-241.9,-108.2,"[np.float64(15.4), np.float64(-219.0), np.float64(-180.9), np.float64(-134.0), np.float64(-97.4), np.float64(-262.7)]"
i3.0_w3_p0.5_s12.0_t30.0_htf20,3.0,3,0.5,12.0,30.0,20,5737,83.1,-264.4,20010.0,-11.6,-332.1,-324.3,-236.3,"[np.float64(-222.8), np.float64(-158.7), np.float64(-210.2), np.float64(-331.5), np.float64(-332.1), np.float64(-279.3)]"
i3.0_w3_p0.5_s12.0_t30.0_htf40,3.0,3,0.5,12.0,30.0,40,6168,89.4,-297.9,21806.0,-11.46,-424.2,-304.7,-294.7,"[np.float64(-424.2), np.float64(-232.3), np.float64(-279.5), np.float64(-335.3), np.float64(-216.3), np.float64(-253.3)]"
i3.0_w3_p0.5_s12.0_t44.0_htf0,3.0,3,0.5,12.0,44.0,0,8627,125.0,-128.5,13424.0,-3.49,-224.5,-265.0,-64.5,"[np.float64(95.3), np.float64(-179.0), np.float64(-142.8), np.float64(-224.5), np.float64(-81.8), np.float64(-224.5)]"
i3.0_w3_p0.5_s12.0_t44.0_htf20,3.0,3,0.5,12.0,44.0,20,5604,81.2,-278.3,21477.0,-10.49,-465.5,-314.5,-261.3,"[np.float64(-185.8), np.float64(-159.1), np.float64(-192.0), np.float64(-337.4), np.float64(-465.5), np.float64(-275.0)]"
i3.0_w3_p0.5_s12.0_t44.0_htf40,3.0,3,0.5,12.0,44.0,40,6024,87.3,-348.0,25418.0,-12.61,-416.8,-298.0,-371.4,"[np.float64(-416.8), np.float64(-232.4), np.float64(-296.1), np.float64(-369.2), np.float64(-376.4), np.float64(-340.9)]"
i3.0_w4_p0.118_s5.0_t20.0_htf0,3.0,4,0.118,5.0,20.0,0,11590,168.0,382.5,1984.0,7.27,-3.6,362.3,391.9,"[np.float64(680.9), np.float64(27.2), np.float64(37.4), np.float64(-3.6), np.float64(1161.1), np.float64(295.7)]"
i3.0_w4_p0.118_s5.0_t20.0_htf20,3.0,4,0.118,5.0,20.0,20,7545,109.3,207.7,3122.0,6.85,-107.9,272.4,177.4,"[np.float64(241.6), np.float64(-107.9), np.float64(-24.5), np.float64(66.5), np.float64(716.9), np.float64(307.3)]"
i3.0_w4_p0.118_s5.0_t20.0_htf40,3.0,4,0.118,5.0,20.0,40,8200,118.8,155.1,4014.0,4.78,-105.8,187.0,140.2,"[np.float64(119.4), np.float64(-105.8), np.float64(-49.1), np.float64(7.0), np.float64(677.1), np.float64(244.1)]"
i3.0_w4_p0.118_s5.0_t30.0_htf0,3.0,4,0.118,5.0,30.0,0,11147,161.6,474.3,1758.0,7.19,21.6,394.9,511.5,"[np.float64(1025.9), np.float64(21.6), np.float64(34.6), np.float64(76.1), np.float64(1387.8), np.float64(187.6)]"
i3.0_w4_p0.118_s5.0_t30.0_htf20,3.0,4,0.118,5.0,30.0,20,7307,105.9,189.8,4868.0,5.62,-118.7,235.6,168.3,"[np.float64(267.1), np.float64(-118.7), np.float64(-34.5), np.float64(-75.8), np.float64(773.3), np.float64(273.5)]"
i3.0_w4_p0.118_s5.0_t30.0_htf40,3.0,4,0.118,5.0,30.0,40,8012,116.1,140.0,6124.0,3.83,-143.4,175.4,123.4,"[np.float64(126.9), np.float64(-143.4), np.float64(-74.8), np.float64(-62.9), np.float64(774.9), np.float64(178.9)]"
i3.0_w4_p0.118_s5.0_t44.0_htf0,3.0,4,0.118,5.0,44.0,0,10750,155.8,525.6,2358.0,7.04,60.6,397.6,585.6,"[np.float64(1016.8), np.float64(107.8), np.float64(87.7), np.float64(60.6), np.float64(1535.8), np.float64(218.9)]"
i3.0_w4_p0.118_s5.0_t44.0_htf20,3.0,4,0.118,5.0,44.0,20,7187,104.2,165.5,5084.0,4.95,-156.6,175.5,160.9,"[np.float64(196.5), np.float64(-156.6), np.float64(4.4), np.float64(-47.4), np.float64(728.3), np.float64(222.7)]"
i3.0_w4_p0.118_s5.0_t44.0_htf40,3.0,4,0.118,5.0,44.0,40,7888,114.3,87.9,7381.0,2.33,-187.6,80.4,91.4,"[np.float64(0.9), np.float64(-187.6), np.float64(-56.1), np.float64(-52.2), np.float64(667.9), np.float64(128.3)]"
i3.0_w4_p0.118_s8.0_t20.0_htf0,3.0,4,0.118,8.0,20.0,0,11266,163.3,195.2,4228.0,4.49,-216.7,192.1,196.6,"[np.float64(344.6), np.float64(-140.9), np.float64(104.8), np.float64(-216.7), np.float64(798.8), np.float64(213.5)]"
i3.0_w4_p0.118_s8.0_t20.0_htf20,3.0,4,0.118,8.0,20.0,20,7179,104.0,167.9,4103.0,5.74,-81.7,254.7,127.3,"[np.float64(155.2), np.float64(-81.7), np.float64(-22.4), np.float64(-8.0), np.float64(649.7), np.float64(272.3)]"
i3.0_w4_p0.118_s8.0_t20.0_htf40,3.0,4,0.118,8.0,20.0,40,7797,113.0,116.0,5263.0,3.67,-104.8,163.9,93.6,"[np.float64(58.2), np.float64(-104.8), np.float64(-88.7), np.float64(-18.3), np.float64(563.7), np.float64(255.5)]"
i3.0_w4_p0.118_s8.0_t30.0_htf0,3.0,4,0.118,8.0,30.0,0,10799,156.5,253.7,3855.0,4.95,-141.3,148.1,303.1,"[np.float64(450.6), np.float64(-141.3), np.float64(167.6), np.float64(-88.8), np.float64(972.5), np.float64(90.6)]"
i3.0_w4_p0.118_s8.0_t30.0_htf20,3.0,4,0.118,8.0,30.0,20,6920,100.3,124.3,6372.0,3.98,-126.4,192.2,92.4,"[np.float64(208.5), np.float64(-126.4), np.float64(-44.0), np.float64(-116.4), np.float64(636.7), np.float64(146.4)]"
i3.0_w4_p0.118_s8.0_t30.0_htf40,3.0,4,0.118,8.0,30.0,40,7568,109.7,74.3,7406.0,2.15,-174.9,116.0,54.8,"[np.float64(0.4), np.float64(-174.9), np.float64(-104.4), np.float64(-99.5), np.float64(665.0), np.float64(132.3)]"
i3.0_w4_p0.118_s8.0_t44.0_htf0,3.0,4,0.118,8.0,44.0,0,10356,150.1,315.5,5480.0,5.42,-124.3,197.4,370.8,"[np.float64(384.5), np.float64(-124.3), np.float64(201.6), np.float64(-12.6), np.float64(1181.7), np.float64(182.3)]"
i3.0_w4_p0.118_s8.0_t44.0_htf20,3.0,4,0.118,8.0,44.0,20,6782,98.3,88.7,6970.0,2.84,-173.4,141.0,64.2,"[np.float64(136.9), np.float64(-173.4), np.float64(-33.7), np.float64(-95.6), np.float64(602.6), np.float64(65.4)]"
i3.0_w4_p0.118_s8.0_t44.0_htf40,3.0,4,0.118,8.0,44.0,40,7420,107.5,-16.4,10646.0,-0.46,-234.4,-9.3,-19.7,"[np.float64(-165.8), np.float64(-234.4), np.float64(-89.3), np.float64(-159.5), np.float64(466.3), np.float64(75.1)]"
i3.0_w4_p0.118_s12.0_t20.0_htf0,3.0,4,0.118,12.0,20.0,0,10831,157.0,58.1,7486.0,1.57,-239.7,55.9,59.1,"[np.float64(-26.5), np.float64(-239.7), np.float64(12.9), np.float64(-228.7), np.float64(540.7), np.float64(256.2)]"
i3.0_w4_p0.118_s12.0_t20.0_htf20,3.0,4,0.118,12.0,20.0,20,6809,98.7,163.7,3778.0,5.66,-109.1,245.1,125.6,"[np.float64(122.8), np.float64(-109.1), np.float64(34.6), np.float64(-1.0), np.float64(681.0), np.float64(212.7)]"
i3.0_w4_p0.118_s12.0_t20.0_htf40,3.0,4,0.118,12.0,20.0,40,7381,107.0,107.0,5303.0,3.34,-118.9,174.9,75.2,"[np.float64(34.7), np.float64(-118.9), np.float64(-92.8), np.float64(23.3), np.float64(566.0), np.float64(204.9)]"
i3.0_w4_p0.118_s12.0_t30.0_htf0,3.0,4,0.118,12.0,30.0,0,10360,150.1,14.1,7481.0,0.37,-286.2,6.3,17.7,"[np.float64(-24.0), np.float64(-198.0), np.float64(25.2), np.float64(-286.2), np.float64(552.3), np.float64(-12.3)]"
i3.0_w4_p0.118_s12.0_t30.0_htf20,3.0,4,0.118,12.0,30.0,20,6507,94.3,131.0,5489.0,4.32,-145.2,235.3,82.2,"[np.float64(178.6), np.float64(-145.2), np.float64(27.3), np.float64(-117.8), np.float64(685.3), np.float64(115.3)]"
i3.0_w4_p0.118_s12.0_t30.0_htf40,3.0,4,0.118,12.0,30.0,40,7102,102.9,59.9,6789.0,1.67,-162.4,142.4,21.3,"[np.float64(-40.7), np.float64(-162.4), np.float64(-115.7), np.float64(-36.3), np.float64(622.4), np.float64(73.9)]"
i3.0_w4_p0.118_s12.0_t44.0_htf0,3.0,4,0.118,12.0,44.0,0,9856,142.8,108.1,6717.0,2.31,-223.0,3.9,156.9,"[np.float64(-36.7), np.float64(-154.0), np.float64(151.1), np.float64(-223.0), np.float64(795.5), np.float64(70.0)]"
i3.0_w4_p0.118_s12.0_t44.0_htf20,3.0,4,0.118,12.0,44.0,20,6330,91.7,71.6,6027.0,2.64,-197.9,138.2,40.4,"[np.float64(108.0), np.float64(-197.9), np.float64(16.4), np.float64(-58.8), np.float64(526.5), np.float64(12.6)]"
i3.0_w4_p0.118_s12.0_t44.0_htf40,3.0,4,0.118,12.0,44.0,40,6906,100.1,-59.4,10481.0,-1.68,-237.8,-38.9,-68.9,"[np.float64(-232.7), np.float64(-237.8), np.float64(-124.4), np.float64(-68.0), np.float64(338.5), np.float64(-22.5)]"
i3.0_w4_p0.236_s5.0_t20.0_htf0,3.0,4,0.236,5.0,20.0,0,11337,164.3,54.2,7407.0,1.52,-238.6,-38.4,97.6,"[np.float64(299.0), np.float64(-238.6), np.float64(-118.2), np.float64(-127.6), np.float64(476.7), np.float64(9.9)]"
i3.0_w4_p0.236_s5.0_t20.0_htf20,3.0,4,0.236,5.0,20.0,20,7263,105.3,-12.8,7599.0,-0.64,-182.8,-6.7,-15.6,"[np.float64(-24.3), np.float64(-182.8), np.float64(-129.9), np.float64(-74.6), np.float64(328.0), np.float64(3.9)]"
i3.0_w4_p0.236_s5.0_t20.0_htf40,3.0,4,0.236,5.0,20.0,40,7940,115.1,-96.8,10897.0,-4.15,-249.8,-153.7,-70.2,"[np.float64(-185.1), np.float64(-249.8), np.float64(-170.1), np.float64(-156.7), np.float64(213.3), np.float64(-21.4)]"
i3.0_w4_p0.236_s5.0_t30.0_htf0,3.0,4,0.236,5.0,30.0,0,10917,158.2,131.7,6968.0,2.68,-200.2,49.2,170.3,"[np.float64(432.8), np.float64(-200.2), np.float64(-104.8), np.float64(-132.5), np.float64(884.7), np.float64(-134.0)]"
i3.0_w4_p0.236_s5.0_t30.0_htf20,3.0,4,0.236,5.0,30.0,20,7093,102.8,-38.2,9193.0,-1.66,-173.8,-16.4,-48.4,"[np.float64(-63.0), np.float64(-173.8), np.float64(-156.5), np.float64(-145.4), np.float64(362.8), np.float64(-55.7)]"
i3.0_w4_p0.236_s5.0_t30.0_htf40,3.0,4,0.236,5.0,30.0,40,7801,113.1,-120.5,12582.0,-4.43,-255.1,-137.6,-112.5,"[np.float64(-206.6), np.float64(-255.1), np.float64(-193.2), np.float64(-215.9), np.float64(273.8), np.float64(-113.8)]"
i3.0_w4_p0.236_s5.0_t44.0_htf0,3.0,4,0.236,5.0,44.0,0,10523,152.5,219.4,6817.0,3.75,-179.8,84.4,282.7,"[np.float64(703.9), np.float64(-179.8), np.float64(-83.8), np.float64(-43.9), np.float64(988.9), np.float64(-127.2)]"
i3.0_w4_p0.236_s5.0_t44.0_htf20,3.0,4,0.236,5.0,44.0,20,7008,101.6,-73.7,10067.0,-2.93,-198.4,-85.2,-68.3,"[np.float64(-73.1), np.float64(-198.4), np.float64(-169.5), np.float64(-141.9), np.float64(288.3), np.float64(-140.8)]"
i3.0_w4_p0.236_s5.0_t44.0_htf40,3.0,4,0.236,5.0,44.0,40,7717,111.8,-142.5,13375.0,-4.72,-311.7,-190.4,-120.1,"[np.float64(-311.7), np.float64(-252.7), np.float64(-175.0), np.float64(-199.4), np.float64(208.0), np.float64(-105.2)]"
i3.0_w4_p0.236_s8.0_t20.0_htf0,3.0,4,0.236,8.0,20.0,0,11006,159.5,-95.0,12840.0,-2.72,-305.0,-182.4,-54.1,"[np.float64(-153.3), np.float64(-287.5), np.float64(-183.6), np.float64(-305.0), np.float64(399.4), np.float64(-41.7)]"
i3.0_w4_p0.236_s8.0_t20.0_htf20,3.0,4,0.236,8.0,20.0,20,6912,100.2,-38.5,8894.0,-1.77,-236.1,-28.1,-43.4,"[np.float64(-60.2), np.float64(-236.1), np.float64(-150.5), np.float64(-36.9), np.float64(269.4), np.float64(-10.2)]"
i3.0_w4_p0.236_s8.0_t20.0_htf40,3.0,4,0.236,8.0,20.0,40,7541,109.3,-118.4,11860.0,-4.7,-269.5,-144.0,-106.4,"[np.float64(-259.4), np.float64(-269.5), np.float64(-181.3), np.float64(-164.8), np.float64(236.0), np.float64(-55.5)]"
i3.0_w4_p0.236_s8.0_t30.0_htf0,3.0,4,0.236,8.0,30.0,0,10553,152.9,-25.2,10980.0,-0.58,-340.5,-152.7,34.5,"[np.float64(91.0), np.float64(-208.1), np.float64(-141.2), np.float64(-340.5), np.float64(602.7), np.float64(-177.1)]"
i3.0_w4_p0.236_s8.0_t30.0_htf20,3.0,4,0.236,8.0,30.0,20,6686,96.9,-71.0,10102.0,-3.12,-249.9,-71.9,-70.6,"[np.float64(-88.4), np.float64(-249.9), np.float64(-179.0), np.float64(-95.7), np.float64(263.7), np.float64(-67.0)]"
i3.0_w4_p0.236_s8.0_t30.0_htf40,3.0,4,0.236,8.0,30.0,40,7352,106.6,-158.6,13830.0,-5.59,-296.1,-153.0,-161.3,"[np.float64(-290.6), np.float64(-296.1), np.float64(-232.5), np.float64(-215.7), np.float64(240.9), np.float64(-136.1)]"
i3.0_w4_p0.236_s8.0_t44.0_htf0,3.0,4,0.236,8.0,44.0,0,10123,146.7,98.1,7173.0,2.2,-184.5,27.7,131.0,"[np.float64(240.1), np.float64(-143.3), np.float64(-41.3), np.float64(-184.5), np.float64(833.8), np.float64(-156.2)]"
i3.0_w4_p0.236_s8.0_t44.0_htf20,3.0,4,0.236,8.0,44.0,20,6581,95.4,-113.7,11634.0,-4.71,-278.7,-135.4,-103.5,"[np.float64(-118.8), np.float64(-278.7), np.float64(-210.2), np.float64(-96.9), np.float64(177.7), np.float64(-134.7)]"
i3.0_w4_p0.236_s8.0_t44.0_htf40,3.0,4,0.236,8.0,44.0,40,7246,105.0,-209.7,16198.0,-7.06,-431.8,-217.0,-206.2,"[np.float64(-431.8), np.float64(-298.9), np.float64(-188.8), np.float64(-287.4), np.float64(150.2), np.float64(-172.8)]"
i3.0_w4_p0.236_s12.0_t20.0_htf0,3.0,4,0.236,12.0,20.0,0,10602,153.7,-270.6,19445.0,-8.03,-491.7,-371.8,-223.2,"[np.float64(-482.4), np.float64(-259.1), np.float64(-229.2), np.float64(-491.7), np.float64(32.1), np.float64(-166.5)]"
i3.0_w4_p0.236_s12.0_t20.0_htf20,3.0,4,0.236,12.0,20.0,20,6533,94.7,-26.1,8172.0,-1.08,-181.2,-31.8,-23.3,"[np.float64(-135.8), np.float64(-181.2), np.float64(-133.0), np.float64(-20.0), np.float64(294.9), np.float64(23.7)]"
i3.0_w4_p0.236_s12.0_t20.0_htf40,3.0,4,0.236,12.0,20.0,40,7107,103.0,-131.1,11514.0,-4.84,-308.5,-157.3,-118.9,"[np.float64(-308.5), np.float64(-258.8), np.float64(-143.4), np.float64(-121.2), np.float64(134.2), np.float64(-66.4)]"
i3.0_w4_p0.236_s12.0_t30.0_htf0,3.0,4,0.236,12.0,30.0,0,10124,146.7,-194.4,14838.0,-4.81,-363.6,-384.8,-105.3,"[np.float64(-320.1), np.float64(-189.7), np.float64(-196.4), np.float64(-363.6), np.float64(155.9), np.float64(-234.6)]"
i3.0_w4_p0.236_s12.0_t30.0_htf20,3.0,4,0.236,12.0,30.0,20,6265,90.8,-58.2,9168.0,-2.42,-218.4,-33.1,-69.9,"[np.float64(-68.2), np.float64(-218.4), np.float64(-159.4), np.float64(-47.0), np.float64(203.2), np.float64(-48.6)]"
i3.0_w4_p0.236_s12.0_t30.0_htf40,3.0,4,0.236,12.0,30.0,40,6890,99.9,-196.4,15101.0,-6.35,-343.9,-168.2,-209.5,"[np.float64(-343.9), np.float64(-299.5), np.float64(-197.2), np.float64(-211.2), np.float64(73.5), np.float64(-168.4)]"
i3.0_w4_p0.236_s12.0_t44.0_htf0,3.0,4,0.236,12.0,44.0,0,9620,139.4,-82.7,10363.0,-2.16,-318.8,-229.5,-13.9,"[np.float64(69.5), np.float64(-217.9), np.float64(-76.7), np.float64(-318.8), np.float64(339.8), np.float64(-297.9)]"
i3.0_w4_p0.236_s12.0_t44.0_htf20,3.0,4,0.236,12.0,44.0,20,6129,88.8,-104.2,10709.0,-4.08,-249.3,-81.0,-115.1,"[np.float64(-117.4), np.float64(-249.3), np.float64(-151.8), np.float64(-103.1), np.float64(102.8), np.float64(-89.0)]"
i3.0_w4_p0.236_s12.0_t44.0_htf40,3.0,4,0.236,12.0,44.0,40,6729,97.5,-254.2,19370.0,-8.06,-432.7,-225.0,-267.8,"[np.float64(-432.7), np.float64(-320.6), np.float64(-187.2), np.float64(-292.0), np.float64(-35.4), np.float64(-218.1)]"
i3.0_w4_p0.382_s5.0_t20.0_htf0,3.0,4,0.382,5.0,20.0,0,10770,156.1,-119.3,11476.0,-4.45,-245.3,-182.2,-89.9,"[np.float64(24.5), np.float64(-195.6), np.float64(-245.3), np.float64(-160.2), np.float64(127.8), np.float64(-234.3)]"
i3.0_w4_p0.382_s5.0_t20.0_htf20,3.0,4,0.382,5.0,20.0,20,6675,96.7,-176.0,13261.0,-9.73,-259.8,-196.6,-166.4,"[np.float64(-177.9), np.float64(-182.6), np.float64(-181.0), np.float64(-259.8), np.float64(-31.1), np.float64(-186.2)]"
