name,imp,W,pull,stop,tgt,htf,n,tr_day,per_day,maxDD,sharpe,worst_block,trend_pd,chop_pd,blocks
i2.0_w3_p0.118_s5.0_t20.0_htf0,2.0,3,0.118,5.0,20.0,0,11790,170.9,346.1,3942.0,6.08,-144.4,368.8,335.4,"[np.float64(696.7), np.float64(-144.4), np.float64(-48.9), np.float64(2.4), np.float64(1129.3), np.float64(355.1)]"
i2.0_w3_p0.118_s5.0_t20.0_htf20,2.0,3,0.118,5.0,20.0,20,8448,122.4,176.1,2208.0,6.1,-70.1,265.3,134.4,"[np.float64(222.7), np.float64(-70.1), np.float64(-0.2), np.float64(67.9), np.float64(675.4), np.float64(122.7)]"
i2.0_w3_p0.118_s5.0_t20.0_htf40,2.0,3,0.118,5.0,20.0,40,8963,129.9,106.4,4788.0,3.16,-113.9,172.9,75.3,"[np.float64(59.0), np.float64(-113.9), np.float64(-56.5), np.float64(-30.3), np.float64(656.4), np.float64(94.5)]"
i2.0_w3_p0.118_s5.0_t30.0_htf0,2.0,3,0.118,5.0,30.0,0,11339,164.3,506.3,3029.0,6.91,-103.7,399.9,556.1,"[np.float64(991.6), np.float64(-103.7), np.float64(47.6), np.float64(211.8), np.float64(1495.6), np.float64(286.1)]"
i2.0_w3_p0.118_s5.0_t30.0_htf20,2.0,3,0.118,5.0,30.0,20,8233,119.3,158.6,3188.0,5.04,-103.3,185.8,145.9,"[np.float64(226.1), np.float64(-103.3), np.float64(6.9), np.float64(59.4), np.float64(680.4), np.float64(47.6)]"
i2.0_w3_p0.118_s5.0_t30.0_htf40,2.0,3,0.118,5.0,30.0,40,8776,127.2,93.3,6093.0,2.61,-155.2,139.2,71.9,"[np.float64(47.3), np.float64(-155.2), np.float64(-42.4), np.float64(-20.1), np.float64(688.6), np.float64(16.7)]"
i2.0_w3_p0.118_s5.0_t44.0_htf0,2.0,3,0.118,5.0,44.0,0,10856,157.3,571.3,3175.0,7.73,-43.8,310.9,693.3,"[np.float64(836.3), np.float64(-43.8), np.float64(94.9), np.float64(433.4), np.float64(1534.6), np.float64(465.9)]"
i2.0_w3_p0.118_s5.0_t44.0_htf20,2.0,3,0.118,5.0,44.0,20,8086,117.2,107.5,4294.0,3.41,-164.6,94.6,113.5,"[np.float64(151.9), np.float64(-164.6), np.float64(20.6), np.float64(131.5), np.float64(530.2), np.float64(-40.7)]"
i2.0_w3_p0.118_s5.0_t44.0_htf40,2.0,3,0.118,5.0,44.0,40,8616,124.9,56.3,7294.0,1.58,-240.1,74.6,47.7,"[np.float64(-46.6), np.float64(-240.1), np.float64(-13.3), np.float64(47.9), np.float64(575.9), np.float64(3.6)]"
i2.0_w3_p0.118_s8.0_t20.0_htf0,2.0,3,0.118,8.0,20.0,0,11480,166.4,176.9,7063.0,3.79,-208.2,201.6,165.3,"[np.float64(320.0), np.float64(-208.2), np.float64(-27.1), np.float64(-179.0), np.float64(843.7), np.float64(252.9)]"
i2.0_w3_p0.118_s8.0_t20.0_htf20,2.0,3,0.118,8.0,20.0,20,8062,116.8,121.9,3625.0,4.24,-88.6,220.8,75.6,"[np.float64(127.1), np.float64(-88.6), np.float64(0.5), np.float64(12.4), np.float64(578.2), np.float64(72.1)]"
i2.0_w3_p0.118_s8.0_t20.0_htf40,2.0,3,0.118,8.0,20.0,40,8573,124.2,61.6,6596.0,1.87,-156.2,126.8,31.0,"[np.float64(-26.3), np.float64(-156.2), np.float64(-109.8), np.float64(-25.6), np.float64(626.0), np.float64(43.9)]"
i2.0_w3_p0.118_s8.0_t30.0_htf0,2.0,3,0.118,8.0,30.0,0,11015,159.6,304.1,5018.0,5.45,-119.5,226.6,340.4,"[np.float64(328.8), np.float64(-119.5), np.float64(75.7), np.float64(15.9), np.float64(1192.7), np.float64(256.4)]"
i2.0_w3_p0.118_s8.0_t30.0_htf20,2.0,3,0.118,8.0,30.0,20,7796,113.0,107.3,5135.0,3.32,-129.2,137.6,93.0,"[np.float64(130.5), np.float64(-129.2), np.float64(-8.8), np.float64(39.8), np.float64(549.5), np.float64(38.4)]"
i2.0_w3_p0.118_s8.0_t30.0_htf40,2.0,3,0.118,8.0,30.0,40,8328,120.7,30.5,8518.0,0.87,-205.4,80.4,7.2,"[np.float64(-73.7), np.float64(-205.4), np.float64(-81.6), np.float64(-27.6), np.float64(618.9), np.float64(-57.3)]"
i2.0_w3_p0.118_s8.0_t44.0_htf0,2.0,3,0.118,8.0,44.0,0,10516,152.4,320.9,4815.0,5.66,-103.1,182.8,385.6,"[np.float64(331.0), np.float64(-103.1), np.float64(160.5), np.float64(7.6), np.float64(1127.2), np.float64(322.6)]"
i2.0_w3_p0.118_s8.0_t44.0_htf20,2.0,3,0.118,8.0,44.0,20,7619,110.4,62.7,5836.0,1.99,-164.1,54.3,66.6,"[np.float64(80.3), np.float64(-164.1), np.float64(-5.9), np.float64(63.6), np.float64(392.0), np.float64(-0.2)]"
i2.0_w3_p0.118_s8.0_t44.0_htf40,2.0,3,0.118,8.0,44.0,40,8126,117.8,-24.1,10024.0,-0.67,-272.8,27.1,-48.1,"[np.float64(-180.7), np.float64(-272.8), np.float64(-67.0), np.float64(-24.1), np.float64(525.5), np.float64(-121.4)]"
i2.0_w3_p0.118_s12.0_t20.0_htf0,2.0,3,0.118,12.0,20.0,0,11083,160.6,-33.1,11356.0,-0.89,-360.2,-26.7,-36.1,"[np.float64(-277.1), np.float64(-255.5), np.float64(13.5), np.float64(-360.2), np.float64(446.6), np.float64(212.4)]"
i2.0_w3_p0.118_s12.0_t20.0_htf20,2.0,3,0.118,12.0,20.0,20,7671,111.2,83.7,3764.0,3.09,-86.3,159.3,48.3,"[np.float64(65.6), np.float64(-86.3), np.float64(-28.0), np.float64(-30.1), np.float64(473.1), np.float64(84.3)]"
i2.0_w3_p0.118_s12.0_t20.0_htf40,2.0,3,0.118,12.0,20.0,40,8135,117.9,33.9,6304.0,1.17,-148.0,84.4,10.2,"[np.float64(-129.1), np.float64(-148.0), np.float64(-58.4), np.float64(-48.2), np.float64(493.5), np.float64(81.0)]"
i2.0_w3_p0.118_s12.0_t30.0_htf0,2.0,3,0.118,12.0,30.0,0,10596,153.6,47.3,8486.0,1.06,-248.4,-56.8,96.0,"[np.float64(-165.8), np.float64(-157.2), np.float64(-31.7), np.float64(-248.4), np.float64(645.7), np.float64(208.7)]"
i2.0_w3_p0.118_s12.0_t30.0_htf20,2.0,3,0.118,12.0,30.0,20,7330,106.2,83.9,5142.0,2.81,-102.3,93.7,79.4,"[np.float64(92.1), np.float64(-102.3), np.float64(-21.6), np.float64(-40.6), np.float64(441.6), np.float64(110.1)]"
i2.0_w3_p0.118_s12.0_t30.0_htf40,2.0,3,0.118,12.0,30.0,40,7819,113.3,-5.4,9071.0,-0.16,-236.9,54.3,-33.4,"[np.float64(-168.4), np.float64(-236.9), np.float64(-16.4), np.float64(-105.4), np.float64(436.0), np.float64(51.1)]"
i2.0_w3_p0.118_s12.0_t44.0_htf0,2.0,3,0.118,12.0,44.0,0,10042,145.5,105.6,6439.0,2.56,-136.3,-55.2,180.9,"[np.float64(-111.2), np.float64(-136.3), np.float64(122.2), np.float64(-93.8), np.float64(575.9), np.float64(242.6)]"
i2.0_w3_p0.118_s12.0_t44.0_htf20,2.0,3,0.118,12.0,44.0,20,7141,103.5,15.1,5787.0,0.53,-158.9,-3.6,23.8,"[np.float64(18.9), np.float64(-158.9), np.float64(-17.1), np.float64(-1.0), np.float64(289.1), np.float64(-44.5)]"
i2.0_w3_p0.118_s12.0_t44.0_htf40,2.0,3,0.118,12.0,44.0,40,7600,110.1,-77.2,11010.0,-2.28,-296.2,-34.6,-97.1,"[np.float64(-267.5), np.float64(-296.2), np.float64(-29.3), np.float64(-85.8), np.float64(305.9), np.float64(-78.0)]"
i2.0_w3_p0.236_s5.0_t20.0_htf0,2.0,3,0.236,5.0,20.0,0,11578,167.8,89.4,8396.0,2.21,-291.7,101.1,84.0,"[np.float64(350.0), np.float64(-291.7), np.float64(-121.4), np.float64(-115.8), np.float64(735.8), np.float64(-52.4)]"
i2.0_w3_p0.236_s5.0_t20.0_htf20,2.0,3,0.236,5.0,20.0,20,8202,118.9,-88.6,9450.0,-4.19,-187.5,-115.5,-76.0,"[np.float64(-84.3), np.float64(-187.5), np.float64(-138.7), np.float64(-182.5), np.float64(177.6), np.float64(-109.2)]"
i2.0_w3_p0.236_s5.0_t20.0_htf40,2.0,3,0.236,5.0,20.0,40,8729,126.5,-153.6,13122.0,-5.77,-275.1,-182.6,-140.1,"[np.float64(-260.7), np.float64(-275.1), np.float64(-158.9), np.float64(-264.0), np.float64(278.0), np.float64(-224.7)]"
i2.0_w3_p0.236_s5.0_t30.0_htf0,2.0,3,0.236,5.0,30.0,0,11137,161.4,241.4,4944.0,4.19,-241.6,230.5,246.5,"[np.float64(674.6), np.float64(-241.6), np.float64(9.0), np.float64(-17.0), np.float64(1040.3), np.float64(-78.6)]"
i2.0_w3_p0.236_s5.0_t30.0_htf20,2.0,3,0.236,5.0,30.0,20,8034,116.4,-90.8,9486.0,-3.56,-205.1,-150.1,-63.0,"[np.float64(-61.5), np.float64(-163.6), np.float64(-159.7), np.float64(-161.9), np.float64(216.1), np.float64(-205.1)]"
i2.0_w3_p0.236_s5.0_t30.0_htf40,2.0,3,0.236,5.0,30.0,40,8577,124.3,-164.2,13950.0,-5.38,-315.2,-179.3,-157.2,"[np.float64(-287.6), np.float64(-281.9), np.float64(-191.4), np.float64(-231.0), np.float64(343.6), np.float64(-315.2)]"
i2.0_w3_p0.236_s5.0_t44.0_htf0,2.0,3,0.236,5.0,44.0,0,10692,155.0,315.9,4661.0,4.86,-233.3,258.8,342.5,"[np.float64(788.7), np.float64(-233.3), np.float64(64.7), np.float64(-33.6), np.float64(1161.9), np.float64(65.0)]"
i2.0_w3_p0.236_s5.0_t44.0_htf20,2.0,3,0.236,5.0,44.0,20,7923,114.8,-133.0,11358.0,-5.32,-224.5,-192.6,-105.1,"[np.float64(-136.8), np.float64(-188.4), np.float64(-212.8), np.float64(-184.6), np.float64(166.9), np.float64(-224.5)]"
i2.0_w3_p0.236_s5.0_t44.0_htf40,2.0,3,0.236,5.0,44.0,40,8485,123.0,-198.9,15774.0,-6.44,-348.8,-202.4,-197.3,"[np.float64(-348.8), np.float64(-333.9), np.float64(-204.8), np.float64(-216.4), np.float64(276.9), np.float64(-335.0)]"
i2.0_w3_p0.236_s8.0_t20.0_htf0,2.0,3,0.236,8.0,20.0,0,11283,163.5,-41.0,10073.0,-1.3,-319.4,-95.3,-15.6,"[np.float64(38.7), np.float64(-319.4), np.float64(-124.3), np.float64(-229.4), np.float64(426.3), np.float64(-46.9)]"
i2.0_w3_p0.236_s8.0_t20.0_htf20,2.0,3,0.236,8.0,20.0,20,7844,113.7,-122.8,10234.0,-5.4,-187.9,-150.1,-110.1,"[np.float64(-187.9), np.float64(-183.5), np.float64(-133.3), np.float64(-177.1), np.float64(109.2), np.float64(-148.5)]"
i2.0_w3_p0.236_s8.0_t20.0_htf40,2.0,3,0.236,8.0,20.0,40,8351,121.0,-197.0,14903.0,-7.59,-338.9,-202.2,-194.6,"[np.float64(-338.9), np.float64(-311.7), np.float64(-157.7), np.float64(-271.7), np.float64(155.1), np.float64(-230.7)]"
i2.0_w3_p0.236_s8.0_t30.0_htf0,2.0,3,0.236,8.0,30.0,0,10803,156.6,69.7,7646.0,1.64,-308.2,-62.3,131.5,"[np.float64(235.1), np.float64(-308.2), np.float64(-12.5), np.float64(-169.1), np.float64(706.4), np.float64(-64.9)]"
i2.0_w3_p0.236_s8.0_t30.0_htf20,2.0,3,0.236,8.0,30.0,20,7615,110.4,-135.4,11790.0,-4.66,-255.7,-239.1,-86.9,"[np.float64(-178.6), np.float64(-190.3), np.float64(-178.2), np.float64(-147.5), np.float64(159.5), np.float64(-255.7)]"
i2.0_w3_p0.236_s8.0_t30.0_htf40,2.0,3,0.236,8.0,30.0,40,8149,118.1,-231.7,17576.0,-7.51,-370.6,-250.9,-222.7,"[np.float64(-370.6), np.float64(-330.1), np.float64(-229.5), np.float64(-216.9), np.float64(162.2), np.float64(-365.4)]"
i2.0_w3_p0.236_s8.0_t44.0_htf0,2.0,3,0.236,8.0,44.0,0,10289,149.1,205.3,5551.0,4.04,-189.8,86.7,260.8,"[np.float64(359.3), np.float64(-189.8), np.float64(122.9), np.float64(-186.4), np.float64(868.3), np.float64(190.6)]"
i2.0_w3_p0.236_s8.0_t44.0_htf20,2.0,3,0.236,8.0,44.0,20,7467,108.2,-182.2,14640.0,-6.4,-271.6,-299.2,-127.4,"[np.float64(-233.9), np.float64(-222.4), np.float64(-225.4), np.float64(-215.6), np.float64(103.5), np.float64(-271.6)]"
i2.0_w3_p0.236_s8.0_t44.0_htf40,2.0,3,0.236,8.0,44.0,40,8032,116.4,-271.2,20416.0,-8.69,-425.3,-296.5,-259.3,"[np.float64(-425.3), np.float64(-377.6), np.float64(-248.5), np.float64(-235.5), np.float64(105.2), np.float64(-397.2)]"
i2.0_w3_p0.236_s12.0_t20.0_htf0,2.0,3,0.236,12.0,20.0,0,10903,158.0,-268.9,19922.0,-8.86,-443.7,-339.5,-235.9,"[np.float64(-408.0), np.float64(-342.8), np.float64(-234.2), np.float64(-443.7), np.float64(-9.2), np.float64(-145.3)]"
i2.0_w3_p0.236_s12.0_t20.0_htf20,2.0,3,0.236,12.0,20.0,20,7425,107.6,-140.0,10813.0,-5.79,-256.2,-169.6,-126.1,"[np.float64(-256.2), np.float64(-151.8), np.float64(-132.9), np.float64(-163.3), np.float64(73.4), np.float64(-187.7)]"
i2.0_w3_p0.236_s12.0_t20.0_htf40,2.0,3,0.236,12.0,20.0,40,7879,114.2,-205.7,15143.0,-7.68,-320.4,-210.7,-203.4,"[np.float64(-320.4), np.float64(-319.8), np.float64(-198.5), np.float64(-214.8), np.float64(102.9), np.float64(-250.2)]"
i2.0_w3_p0.236_s12.0_t30.0_htf0,2.0,3,0.236,12.0,30.0,0,10386,150.5,-115.3,12710.0,-3.22,-416.4,-275.2,-40.4,"[np.float64(-40.8), np.float64(-232.5), np.float64(-165.3), np.float64(-416.4), np.float64(314.0), np.float64(-156.5)]"
i2.0_w3_p0.236_s12.0_t30.0_htf20,2.0,3,0.236,12.0,30.0,20,7151,103.6,-134.4,11682.0,-4.7,-283.3,-212.2,-97.9,"[np.float64(-182.1), np.float64(-166.8), np.float64(-208.2), np.float64(-87.4), np.float64(147.8), np.float64(-283.3)]"
i2.0_w3_p0.236_s12.0_t30.0_htf40,2.0,3,0.236,12.0,30.0,40,7615,110.4,-228.7,17198.0,-7.04,-415.2,-191.3,-246.1,"[np.float64(-415.2), np.float64(-337.7), np.float64(-215.6), np.float64(-182.7), np.float64(205.0), np.float64(-383.8)]"
i2.0_w3_p0.236_s12.0_t44.0_htf0,2.0,3,0.236,12.0,44.0,0,9801,142.0,16.9,7967.0,0.44,-256.3,-118.1,80.1,"[np.float64(83.3), np.float64(-256.3), np.float64(18.6), np.float64(-65.8), np.float64(492.0), np.float64(-180.2)]"
i2.0_w3_p0.236_s12.0_t44.0_htf20,2.0,3,0.236,12.0,44.0,20,6975,101.1,-198.0,15695.0,-6.84,-313.6,-291.1,-154.4,"[np.float64(-254.3), np.float64(-191.1), np.float64(-253.7), np.float64(-153.6), np.float64(14.7), np.float64(-313.6)]"
i2.0_w3_p0.236_s12.0_t44.0_htf40,2.0,3,0.236,12.0,44.0,40,7451,108.0,-300.7,22086.0,-9.29,-474.9,-279.3,-310.7,"[np.float64(-474.9), np.float64(-411.5), np.float64(-254.3), np.float64(-214.9), np.float64(54.8), np.float64(-446.0)]"
i2.0_w3_p0.382_s5.0_t20.0_htf0,2.0,3,0.382,5.0,20.0,0,11184,162.1,-66.9,11554.0,-2.05,-324.5,-157.7,-24.5,"[np.float64(25.5), np.float64(-324.5), np.float64(-159.0), np.float64(-230.4), np.float64(343.5), np.float64(-59.3)]"
i2.0_w3_p0.382_s5.0_t20.0_htf20,2.0,3,0.382,5.0,20.0,20,7748,112.3,-231.7,17028.0,-12.65,-298.3,-249.9,-223.1,"[np.float64(-195.6), np.float64(-198.9), np.float64(-298.3), np.float64(-291.5), np.float64(-96.9), np.float64(-258.7)]"
i2.0_w3_p0.382_s5.0_t20.0_htf40,2.0,3,0.382,5.0,20.0,40,8228,119.2,-259.1,19032.0,-12.08,-341.6,-307.9,-236.2,"[np.float64(-316.3), np.float64(-274.1), np.float64(-261.1), np.float64(-341.6), np.float64(-73.8), np.float64(-251.2)]"
i2.0_w3_p0.382_s5.0_t30.0_htf0,2.0,3,0.382,5.0,30.0,0,10718,155.3,50.2,9387.0,0.99,-257.1,-157.7,147.5,"[np.float64(162.3), np.float64(-257.1), np.float64(-73.9), np.float64(-129.3), np.float64(699.1), np.float64(-101.6)]"
i2.0_w3_p0.382_s5.0_t30.0_htf20,2.0,3,0.382,5.0,30.0,20,7605,110.2,-271.0,20252.0,-12.92,-372.9,-320.5,-247.9,"[np.float64(-254.5), np.float64(-225.6), np.float64(-303.9), np.float64(-300.3), np.float64(-126.3), np.float64(-372.9)]"
i2.0_w3_p0.382_s5.0_t30.0_htf40,2.0,3,0.382,5.0,30.0,40,8084,117.2,-263.2,19646.0,-11.18,-356.4,-343.3,-225.7,"[np.float64(-356.4), np.float64(-271.9), np.float64(-268.8), np.float64(-293.3), np.float64(-32.9), np.float64(-314.6)]"
i2.0_w3_p0.382_s5.0_t44.0_htf0,2.0,3,0.382,5.0,44.0,0,10334,149.8,137.7,7238.0,2.36,-167.0,-87.9,243.3,"[np.float64(334.9), np.float64(-167.0), np.float64(-43.9), np.float64(-119.6), np.float64(846.7), np.float64(-55.3)]"
i2.0_w3_p0.382_s5.0_t44.0_htf20,2.0,3,0.382,5.0,44.0,20,7520,109.0,-308.5,23047.0,-13.43,-419.7,-350.1,-289.0,"[np.float64(-310.3), np.float64(-227.9), np.float64(-313.0), np.float64(-318.7), np.float64(-210.6), np.float64(-419.7)]"
i2.0_w3_p0.382_s5.0_t44.0_htf40,2.0,3,0.382,5.0,44.0,40,7989,115.8,-309.7,22992.0,-11.67,-418.1,-339.6,-295.7,"[np.float64(-418.1), np.float64(-256.7), np.float64(-268.4), np.float64(-336.0), np.float64(-129.1), np.float64(-400.3)]"
i2.0_w3_p0.382_s8.0_t20.0_htf0,2.0,3,0.382,8.0,20.0,0,10804,156.6,-193.7,15542.0,-6.91,-385.4,-238.0,-173.0,"[np.float64(-227.6), np.float64(-375.3), np.float64(-182.1), np.float64(-385.4), np.float64(196.4), np.float64(-171.9)]"
i2.0_w3_p0.382_s8.0_t20.0_htf20,2.0,3,0.382,8.0,20.0,20,7347,106.5,-267.6,19625.0,-13.84,-323.5,-299.3,-252.7,"[np.float64(-269.8), np.float64(-195.3), np.float64(-299.2), np.float64(-323.5), np.float64(-213.9), np.float64(-247.5)]"
i2.0_w3_p0.382_s8.0_t20.0_htf40,2.0,3,0.382,8.0,20.0,40,7822,113.4,-310.5,22078.0,-13.55,-436.6,-378.4,-278.7,"[np.float64(-436.6), np.float64(-246.2), np.float64(-260.4), np.float64(-430.6), np.float64(-164.9), np.float64(-282.4)]"
i2.0_w3_p0.382_s8.0_t30.0_htf0,2.0,3,0.382,8.0,30.0,0,10307,149.4,-84.0,13842.0,-1.98,-333.9,-256.0,-3.5,"[np.float64(-56.0), np.float64(-333.9), np.float64(-216.3), np.float64(-171.2), np.float64(481.6), np.float64(-173.6)]"
i2.0_w3_p0.382_s8.0_t30.0_htf20,2.0,3,0.382,8.0,30.0,20,7176,104.0,-317.4,23358.0,-13.39,-397.5,-382.8,-286.7,"[np.float64(-293.0), np.float64(-224.4), np.float64(-312.3), np.float64(-358.7), np.float64(-268.7), np.float64(-397.5)]"
i2.0_w3_p0.382_s8.0_t30.0_htf40,2.0,3,0.382,8.0,30.0,40,7654,110.9,-331.2,24091.0,-12.21,-465.7,-409.4,-294.5,"[np.float64(-465.7), np.float64(-268.3), np.float64(-285.3), np.float64(-416.0), np.float64(-149.2), np.float64(-354.3)]"
i2.0_w3_p0.382_s8.0_t44.0_htf0,2.0,3,0.382,8.0,44.0,0,9868,143.0,57.7,8870.0,1.18,-279.7,-136.7,148.7,"[np.float64(315.8), np.float64(-279.7), np.float64(-108.3), np.float64(-50.3), np.float64(557.8), np.float64(-107.8)]"
i2.0_w3_p0.382_s8.0_t44.0_htf20,2.0,3,0.382,8.0,44.0,20,7073,102.5,-349.8,25730.0,-13.6,-460.6,-402.8,-325.0,"[np.float64(-338.0), np.float64(-226.4), np.float64(-319.2), np.float64(-406.7), np.float64(-294.6), np.float64(-460.6)]"
i2.0_w3_p0.382_s8.0_t44.0_htf40,2.0,3,0.382,8.0,44.0,40,7527,109.1,-382.2,27969.0,-12.36,-516.0,-408.6,-369.8,"[np.float64(-516.0), np.float64(-267.8), np.float64(-298.6), np.float64(-460.2), np.float64(-259.2), np.float64(-433.8)]"
i2.0_w3_p0.382_s12.0_t20.0_htf0,2.0,3,0.382,12.0,20.0,0,10400,150.7,-386.0,27489.0,-12.89,-578.0,-513.9,-326.1,"[np.float64(-479.8), np.float64(-400.5), np.float64(-191.2), np.float64(-578.0), np.float64(-239.5), np.float64(-378.6)]"
i2.0_w3_p0.382_s12.0_t20.0_htf20,2.0,3,0.382,12.0,20.0,20,6943,100.6,-262.6,19067.0,-11.76,-306.9,-304.3,-243.0,"[np.float64(-301.3), np.float64(-173.9), np.float64(-283.9), np.float64(-306.9), np.float64(-262.4), np.float64(-192.5)]"
i2.0_w3_p0.382_s12.0_t20.0_htf40,2.0,3,0.382,12.0,20.0,40,7376,106.9,-296.0,20894.0,-11.48,-470.0,-351.6,-270.0,"[np.float64(-470.0), np.float64(-270.8), np.float64(-199.0), np.float64(-400.4), np.float64(-161.1), np.float64(-234.2)]"
i2.0_w3_p0.382_s12.0_t30.0_htf0,2.0,3,0.382,12.0,30.0,0,9797,142.0,-186.7,14628.0,-5.78,-325.1,-383.3,-94.7,"[np.float64(-178.4), np.float64(-325.1), np.float64(-64.6), np.float64(-279.1), np.float64(-60.5), np.float64(-189.0)]"
i2.0_w3_p0.382_s12.0_t30.0_htf20,2.0,3,0.382,12.0,30.0,20,6702,97.1,-309.2,22516.0,-12.17,-380.3,-337.4,-296.0,"[np.float64(-374.1), np.float64(-186.1), np.float64(-290.7), np.float64(-380.3), np.float64(-251.8), np.float64(-311.0)]"
i2.0_w3_p0.382_s12.0_t30.0_htf40,2.0,3,0.382,12.0,30.0,40,7140,103.5,-320.5,23171.0,-10.18,-522.8,-358.2,-302.8,"[np.float64(-522.8), np.float64(-278.2), np.float64(-227.6), np.float64(-395.8), np.float64(-49.6), np.float64(-401.9)]"
i2.0_w3_p0.382_s12.0_t44.0_htf0,2.0,3,0.382,12.0,44.0,0,9315,135.0,-91.0,10590.0,-2.42,-295.8,-301.7,7.7,"[np.float64(14.4), np.float64(-258.2), np.float64(43.8), np.float64(-295.0), np.float64(243.1), np.float64(-295.8)]"
i2.0_w3_p0.382_s12.0_t44.0_htf20,2.0,3,0.382,12.0,44.0,20,6583,95.4,-343.9,25094.0,-13.01,-403.7,-396.9,-319.1,"[np.float64(-403.5), np.float64(-206.8), np.float64(-299.2), np.float64(-380.5), np.float64(-298.4), np.float64(-403.7)]"
i2.0_w3_p0.382_s12.0_t44.0_htf40,2.0,3,0.382,12.0,44.0,40,6991,101.3,-387.7,28021.0,-12.05,-569.0,-403.9,-380.1,"[np.float64(-569.0), np.float64(-291.8), np.float64(-249.3), np.float64(-422.5), np.float64(-221.1), np.float64(-510.7)]"
i2.0_w3_p0.5_s5.0_t20.0_htf0,2.0,3,0.5,5.0,20.0,0,10706,155.2,-188.9,16126.0,-7.47,-295.8,-283.0,-144.9,"[np.float64(-50.5), np.float64(-210.5), np.float64(-295.8), np.float64(-268.0), np.float64(-49.6), np.float64(-234.0)]"
i2.0_w3_p0.5_s5.0_t20.0_htf20,2.0,3,0.5,5.0,20.0,20,7256,105.2,-304.2,22340.0,-15.01,-365.7,-377.3,-270.0,"[np.float64(-241.1), np.float64(-219.0), np.float64(-276.0), np.float64(-350.7), np.float64(-365.7), np.float64(-325.8)]"
i2.0_w3_p0.5_s5.0_t20.0_htf40,2.0,3,0.5,5.0,20.0,40,7673,111.2,-298.9,21684.0,-14.51,-368.1,-338.6,-280.3,"[np.float64(-368.1), np.float64(-203.1), np.float64(-289.3), np.float64(-335.6), np.float64(-257.2), np.float64(-293.3)]"
i2.0_w3_p0.5_s5.0_t30.0_htf0,2.0,3,0.5,5.0,30.0,0,10322,149.6,-31.2,8900.0,-0.92,-213.3,-194.4,45.2,"[np.float64(234.2), np.float64(-174.6), np.float64(-213.3), np.float64(-73.0), np.float64(163.9), np.float64(-122.9)]"
i2.0_w3_p0.5_s5.0_t30.0_htf20,2.0,3,0.5,5.0,30.0,20,7145,103.6,-303.4,22522.0,-13.89,-358.1,-384.2,-265.5,"[np.float64(-224.3), np.float64(-258.1), np.float64(-274.3), np.float64(-320.2), np.float64(-336.1), np.float64(-358.1)]"
i2.0_w3_p0.5_s5.0_t30.0_htf40,2.0,3,0.5,5.0,30.0,40,7544,109.3,-312.6,23212.0,-12.96,-414.3,-351.7,-294.4,"[np.float64(-414.3), np.float64(-221.7), np.float64(-308.3), np.float64(-348.0), np.float64(-214.7), np.float64(-319.7)]"
i2.0_w3_p0.5_s5.0_t44.0_htf0,2.0,3,0.5,5.0,44.0,0,10015,145.1,51.3,6211.0,1.31,-146.9,-115.1,129.1,"[np.float64(308.9), np.float64(-110.0), np.float64(-146.9), np.float64(70.9), np.float64(217.9), np.float64(-40.1)]"
i2.0_w3_p0.5_s5.0_t44.0_htf20,2.0,3,0.5,5.0,44.0,20,7080,102.6,-312.6,23288.0,-14.42,-384.4,-385.8,-278.3,"[np.float64(-253.9), np.float64(-241.0), np.float64(-253.8), np.float64(-315.7), np.float64(-374.8), np.float64(-384.4)]"
i2.0_w3_p0.5_s5.0_t44.0_htf40,2.0,3,0.5,5.0,44.0,40,7460,108.1,-345.6,25137.0,-13.82,-461.8,-375.4,-331.7,"[np.float64(-461.8), np.float64(-206.7), np.float64(-306.3), np.float64(-374.4), np.float64(-299.0), np.float64(-370.4)]"
i2.0_w3_p0.5_s8.0_t20.0_htf0,2.0,3,0.5,8.0,20.0,0,10306,149.4,-212.1,16657.0,-8.15,-274.2,-226.8,-205.2,"[np.float64(-183.6), np.float64(-230.5), np.float64(-274.2), np.float64(-267.7), np.float64(-44.0), np.float64(-241.8)]"
i2.0_w3_p0.5_s8.0_t20.0_htf20,2.0,3,0.5,8.0,20.0,20,6853,99.3,-304.8,22301.0,-13.86,-418.3,-386.7,-266.5,"[np.float64(-256.9), np.float64(-180.3), np.float64(-304.7), np.float64(-361.6), np.float64(-418.3), np.float64(-246.0)]"
i2.0_w3_p0.5_s8.0_t20.0_htf40,2.0,3,0.5,8.0,20.0,40,7269,105.3,-297.4,21234.0,-13.93,-412.3,-305.4,-293.6,"[np.float64(-412.3), np.float64(-173.4), np.float64(-264.5), np.float64(-333.9), np.float64(-281.2), np.float64(-272.5)]"
i2.0_w3_p0.5_s8.0_t30.0_htf0,2.0,3,0.5,8.0,30.0,0,9868,143.0,-62.6,10432.0,-1.72,-209.0,-160.3,-16.9,"[np.float64(68.9), np.float64(-209.0), np.float64(-162.6), np.float64(-157.0), np.float64(201.6), np.float64(-115.0)]"
i2.0_w3_p0.5_s8.0_t30.0_htf20,2.0,3,0.5,8.0,30.0,20,6701,97.1,-320.2,23615.0,-13.36,-403.8,-412.1,-277.2,"[np.float64(-285.2), np.float64(-222.4), np.float64(-283.0), np.float64(-349.6), np.float64(-403.8), np.float64(-308.0)]"
